Preference
"
• Deep Learning 프로젝트 수행 가능자
• 석/박사 학위자
• 관련 전공 졸업(통계학, 산업공학, 경영정보학, 컴퓨터공학, 경영학, 경제학 등)
• 데이터 분석 프로젝트 2년 이상 유경험자
• 딥러닝 프레임워크를 사용한 딥러닝 분석 수행 가능자
• Linux shell script 및 프로그래밍 언어(java, python 등)를 이용하여 분석을 위한 data manipulation 및 algorithms customizing 가능자
• Data Visualization Tool(tableau, spotfire, d3.js 등) 활용 능력
"
"
• 기술 트렌드에 관심이 있고 지속적으로 학습하는 분
• 새로운 도메인 지식을 배우려는 의지가 있는 분
• End-to-end로 데이터 프로덕트를 만들고 싶은 분
"
"
• PhD degree in a quantitative discipline.
• Ability to manage multiple projects at the same time while paying attention to detail and translate analysis results into business recommendations.
• Proven ability to own projects end-to-end, even when you have to get creative: you do more than completing delegated tasks.
• Demonstrated leadership and self-direction. Willingness to both teach others and learn new techniques.

"
"
• 이커머스 관련 분야 업무 경험이 있으신 분
• 마케팅 솔루션, 마케팅 분야 업무 경험이 있으신 분
• AWS, GCP 등의 클라우드 서비스 사용 경험이 있으신 분
• TensorFlow, Keras, Pytorch 등 Deep Learning Framework 사용 경험이 있으신 분
• Spark 또는 Ray를 활용한 분산 병렬 처리 프레임워크 경험이 있으신 분
• Kaggle 대회 입상자
"
"
· 통계학, 수학 전공자 우대
· 보다 뛰어난 예측 모델을 개발하기 위한 연구에 관심있는 분
· 안전 운전과 교통 환경에 대한 관심이 높은 분
· 데이터사이언스팀 리딩 경험
"
"
• PhD degree in a quantitative discipline.
• Ability to manage multiple projects at the same time while paying attention to detail and translate analysis results into business recommendations.
• Proven ability to own projects end-to-end, even when you have to get creative: you do more than completing delegated tasks.
• Demonstrated leadership and self-direction. Willingness to both teach others and learn new techniques.
"
"
• 전자전기 및 에너지 도메인에 대한 이해도가 높고, 경험이 있으신 분
• 머신러닝, 데이터마이닝, 통계 등 관련 분야의 석/박사 학위
• 관련 분야 논문 등재
• AI 모델 개발 후 서비스 배포 등 상용 서비스 구현 경험
• 사용하는 기술의 원리를 깊게 파악하고, 실무에 적용해보신 분
• 원활한 영어 의사소통 가능자
"
"
• 전자전기 및 에너지 도메인에 대한 이해도가 높고, 경험이 있으신 분
• 머신러닝, 데이터마이닝, 통계 등 관련 분야의 석/박사 학위
• 관련 분야 논문 등재
• AI 모델 개발 후 서비스 배포 등 상용 서비스 구현 경험
• 사용하는 기술의 원리를 깊게 파악하고, 실무에 적용해보신 분
• 원활한 영어 의사소통 가능자
"
"
• AWS, GCP 등의 클라우드 서비스를 경험해보신 분
• 텍스트 기반 컨텐츠 관련 ML 프로젝트를 진행하신 분
• PM, 엔지니어등 비연구원과의 소통에 강점이 있으신 분
• Kubernetes, Airflow 에 익숙하신 분
"
"
- 도시공학/도시계획 관련 전공자 우대
- 인허가 관련 프로젝트 또는 경력이 있으신 분
- 영어로 의사소통에 어려움이 없으신 분
- SQL 또는 Python 사용 경험이 있으신 분
- Jira, Confluence 사용 경험이 있으신 분
- 주기적으로 업데이트 되는 제품에서 데이터 품질 관리와 프로세스 개선 경험이 있으신 분
"
"
＜이런 점이 있다면 더욱 좋아요＞


- 2~3인 이상의 멤버를 리딩해본 경험이 있으신 분
- 관련 분야 재직 이력 또는 학위(전산, 통계, 머신러닝, 수학, 알고리즘 등)가 있으신 분
- 로그 수준의 데이터를 가공하여 분석 결과까지 도출할 수 있는 전체 분석 프로세스 유경험자
"
"
＜이런 점이 있다면 더욱 좋아요＞


- 관련 분야 재직 이력 또는 학위(전산, 통계, 머신러닝, 수학, 알고리즘 등)가 있으신 분
- 로그 수준의 데이터를 가공하여 분석 결과까지 도출할 수 있는 전체 분석 프로세스 유경험자
"
"
**이런 점이 있다면 더욱 좋아요**

- O2O 플랫폼 기업에서 근무한 경험이 있는 분
- 미용 의료 서비스 산업에 대한 이해와 경험이 있는 분
- 세일즈포스 사용 경험이 있는 분
"
"
[이런 분이면 더욱 좋아요!]
• 논문 및 특허 작성 경험
• 최신 논문 내용을 구현 가능한 분
• 최신 시계열 이미지 및 영상 딥러닝 / 머신러닝 알고리즘 작성자
• 컴퓨터공학, 산업공학, 전기전자 관련 학위
"
"
[이런 분이면 더욱 좋아요!]
• 논문 및 특허 작성 경험
• 최신 논문 내용을 구현 가능한 분
• 최신 시계열 이미지 및 영상 딥러닝 / 머신러닝 알고리즘 작성자
• 컴퓨터공학, 산업공학, 전기전자 관련 학위
"
NaN
"
[이런 분이면 더욱 좋아요!]
• 논문 및 특허 작성 경험
• 이미지 및 영상 데이터 프로젝트 경험
• 최신 논문 내용을 구현 가능한 분
• 최신 시계열 딥러닝 / 머신러닝 알고리즘 작성자
• 컴퓨터공학, 산업공학, 전기전자 관련 학위
"
"
[이런 분이면 더욱 좋아요!]
• 논문 및 특허 작성 경험
• 이미지 및 영상 데이터 프로젝트 경험
• 최신 논문 내용을 구현 가능한 분
• 최신 시계열 딥러닝 / 머신러닝 알고리즘 작성자
• 컴퓨터공학, 산업공학, 전기전자 관련 학위
"
"
< 이런 분이면 더 좋아요 >
- 클라우드 환경에서 데이터 분석을 해본 분(AWS, GCP…)
- 프로덕트 조직에서 A/B 테스트 경험이 있는 분
- 분석툴을 활용한 업무 경험이 있는 분 (Amplitude, Mixpanel)
- 대시보드 툴을 활용해 본 분 (Redash, Tableau, QuickSight…)
- 팀 전체가 데이터를 더 잘 볼 수 방법에 대해 고민하는 분
"
"
- 통계학, 경영학, 수학, 컴퓨터공학 등 데이터 분석 관련 전공을 이수하신 분
- 데이터 시각화 툴(Tableau, Redash, Grafana) 기반 대시보드 제작 경험이 있으신 분
- Python, R 등 스크립트 언어를 하실 수 있는 분
- 지리/로컬/맵 시공간 데이터(GIS 등) 시각화 경험이 있으신 분

* 해당 포지션은 지원자의 경험과 역량을 고려하여 최종 합격 후 팀 및 담당 서비스 배치가 이루어질 예정입니다.
"
"
- 통계, 데이터 분석 관련 학과를 전공하신 분
- 데이터 시각화 툴(Tableau, Redash) 활용 경험이 있는 분
- 커머스/유통/물류 혹은 관련 산업에 대한 이해도가 있는 분
- 인력 생산성, 비용 효율화 관련 지표를 다뤄보신 분
"
"
ㆍDM 경력 2년 이상 경력자 (DM 업무 능숙자)
ㆍEDC 개발 및 운영 경험자
ㆍ주요 EDC (Medidata Rave, CRScube 등) 경험자
ㆍ제약회사 / CRO / 의료기관에서 DM 경험자
ㆍ임상/의학통계 경험자 (CRO, 제약 임상 교육 이수자)
ㆍR, SAS, Python Programming 경험자
"
"
ㆍCRA 또는 PM 경력자 (Project Lead 경험자)
ㆍ제약회사 / CRO / 의료기관에서 DM 경험자
ㆍEDC 개발 및 운영 경험자
ㆍ주요 EDC (Medidata Rave, CRScube 등) 경험자
ㆍ임상 / 의학 통계 경험자 (CRO, 제약 임상 교육 이수자)
ㆍSPSS, R, SAS, Python 경험자
ㆍ커뮤니케이션을 위한 영어 가능자

"
"
■ 국내외 보안컨퍼런스 발표자
■ 국내외 해킹대회 입상자
■ 관련 프로젝트 투입 유경험자
■ 정보보호 관련 전문 교육 수료자
■ 자체 분석 기술 보유자
■ IT 관련 자격증 보유
"
"
■ 국내외 보안컨퍼런스 발표자
■ 국내외 해킹대회 입상자
■ 관련 프로젝트 투입 유경험자
■ 정보보호 관련 전문 교육 수료자
■ 자체 분석 기술 보유자
■ IT 관련 자격증 보유
"
"
•석사/박사 학위 보유자
•AI/ML 기반 데이터 분석 및 운영 관련 과제 경험 보유자
•MLOps 체계 구축 및 활용 경험 보유자
•LLM 및 생성모델에 대한 경험 보유자
•대규모 데이터 처리 개발 경험 보유자
"
"
•박사 학위 보유자
•Python 기반의 AI 모델 구축, 데이터 분석 경험 보유자
•AI/ML 기반 데이터 분석 및 운영 관련 과제 경험 보유자
•MLOps 체계 구축 및 활용 경험 보유자
•LLM 및 생성모델에 대한 경험 보유자
•대규모 데이터 처리 개발 경험 보유자
"
"
＜ 이런 경험이 있다면 더 좋습니다.＞

- 실제 데이터 분석 및 레포팅 프로젝트 진행 경험이 있는 분이면 더 좋습니다.
- 통계, 수학 혹은 데이터 사이언스 관련 전공자이시면 더 좋습니다.
- 위의 사항에 해당하지 않더라도 빠르게 배우며 성장하고 싶고, 그럴 수 있는 분이면 더 좋습니다.
"
"
• 고객 행동 데이터 분석을 통한 서비스 개선 경험 보유
• 통계학과, 수학, 데이터 분석 학과 등 관련 전공자
• A/B 테스트 및 통계 결과에 대한 해석 능력
• 데이터 분석을 위한 추천, 예측 모델 등의 알고리즘 이해
• 데이터 분석 프로젝트 경험
• 가설 검증에 기반한 의사결정 프로세스 경험
"
"
- Majored in Statistics, Economics, and Mathematics are plus
- Power Query, Power BI, Python skills are plus
"
"
- 직접 학습한 딥러닝 모델을 서비스에 적용 유경험자
- 머신러닝 파이프라인 구축 및 해당 서비스 운영 유경험자

"
"
👉 이런 부분도 갖추시면 너무 훌륭합니다!

• R 등 데이터 분석 툴 사용 경험자
• 데이터 시각화 솔루션 사용 경험자
"
"
[ 이런 분이면 더욱 더 좋아요 ]
ㆍ챗봇 설계/구축 프로젝트 개발 및 수행 유경험자
ㆍ동종업계(MS, AWS, Naver 등) 다양한 클라우드 플랫폼 관련 유경험자
ㆍ다양한 ML/AI 모델 구축 도구(Tensor Flow, PyTorch, Keras 등) 활용 경험자
ㆍ관련 전공자(인공지능, 컴퓨터공학, 정보통신, 통계 등)
ㆍ새로운 지식이나 기술을 습득하는 과정을 즐기시는 분
"
"
[ 이런 분이면 더 좋습니다 ]

• 데이터 기반의 인사이트를 통해 서비스 지표 상승이나 문제 해결의 경험이 있으신 분
• 모바일 서비스 데이터 분석 방법에 대한 이해도가 높으신 분(AARRR, Cohort, Funnel, A/B Test 등)
• 자기주도적으로 업무를 수행하시는 분
• 기획, 운영, 개발 등 다양한 직군과 원활한 커뮤니케이션 및 협업이 가능하신 분
"
"
• 음악산업을 숫자로 이해하려는 의지가 강하신 분
• 통계, 경제학 전공자(학사 또는 석사)
• API 또는 크롤링을 활용한 다양한 데이터 수집 방법론에 대해 익숙하신 분
• Data Lake/Mart 구축 및 기초적인 데이터 엔지니어링에 대해 배우려는 의지가 강하신 분
• AWS, GCP등 클라우드 인프라에 대한 이해와 사용 경험
"
"
- 신사업 전략 수립, KPI Setting 관리 및 조직 관리를 경험해보신 분
- 엔지니어와 협업하여 데이터 파이프라인을 구축하고 관리한 경험이 있는 분
- 데이터 분석환경 구성을 리드했거나 다양한 분석환경에 대한 이해도가 높으신 분 (데이터 통합, 데이터 마트)
- Amplitude, Braze, Appsflyer 등의 PA, MMP Tool 사용 경험이 있는 분
- GTM 이벤트 설계 및 운영 경험이 있는 분
- 사내 구성원들의 데이터 리터러시 함양에 영향을 주었던 경험이 있는 분
"
"
• 모빌리티 Biz에 대한 이해
• E커머스 사업분야 관련 경험
"
"
- 신사업 전략 수립, KPI Setting 관리 및 조직 관리를 경험해보신 분
- Amplitude, Braze, Appsflyer 등의 PA, MMP Tool 사용 경험이 있는 분
- GTM 이벤트 설계 및 운영 경험이 있는 분
- 사내 구성원들의 데이터 리터러시 함양에 영향을 주었던 경험이 있는 분

"
"
• Python활용 Machine Learning 모형 개발 및 분석 가능하신 분
• 금융기관 프로젝트(CSS/Basel II 등) 경험이 있으신 분
• 새로운 개발기술에 관심이 많고, 이를 습득하는데 거부감이 없으신 분
"
"
• Product Analysis, Business Analysis를 통해 제품의 기능, 전략 등에서 임팩트를 만든 경험
• Mixpanel, Amplitude와 같은 PA툴 활용 경험
• 데이터 시각화에 대한 전문성과 높은 이해도 및 BI툴 활용 경험 (Tableau, Redash, Superset)
• 인과추론 및 준실험설계 방법론에 대한 이해 (A/B 테스트 설계, DID, RDD 등)
• AI/ML에 대한 대략적인 지식
• 데이터 엔지니어링에 대한 기초적인 지식 또는 Airflow DAG 작성 경험
• 병렬 및 분산처리 기반의 라이브러리를 사용한 빅데이터를 분석 경험
• AWS 클라우드 환경에서의 업무 경험

"
"
• 통계, 산업공학, 인공지능 관련 분야의 학위(석사/박사)가 있거나 그에 준하는 경험을 가지신 분
• 금융 리스크 분석, 신용 분석 관련된 기반 지식을 가지신 분
• 소통이 가능할 정도의 영어 실력을 갖추신 분
"
"
•GIS 데이터 활용 경험
•저널이나 Top-tier 학회 논문 출판
"
"
[이런 분이면 더욱 좋아요!]

- 고객사와 원활한 커뮤니케이션 가능
- AI관련 교육을 이수하신 분
- AI/ Big Data을 활용하여 프로젝트 경험이 있으신 분
- 프로젝트 산출물 작성이 가능한 분
- AI 기반 기술 및 최신 트렌드에 대한 전반적인 지식과 경험을 갖춘 분
- 제조 IT 프로젝트 경험자 우대
- 산업공학, 기계/자동차/조선공학, 컴퓨터/시스템공학
- 머신러닝/데이터마이닝/ 통계/산업공학 등 관련 분야 석/박사 학위 소지자
- 정부과제를 주도적으로 진행해 본 경험이 있으신 분
- 프로젝트 중/대형 개발 경력이 있으신 분
- PMP자격, ADsp자격증 소지자
"
"
[우대 사항]
• 빠르게 성장하는 서비스에서의 고가용성 데이터 플랫폼 설계 및 운영 경험
• 데이터 분석 및 머신러닝 프랙티스에 대한 이해와 경험이 있는 분
• 컨테이너 기반 개발 환경 및 MSA를 위한 데이터 인프라 구축 경험
• BigQuery, Athena, Databricks, Snowflake등 클라우드 기반 데이터파이프라인 솔루션을 활용해보신 분
• Spark, Kafka, Hive등 Hadoop Ecosystem상의 다양한 툴들로 빅데이터플랫폼 구축 운영 경험이 있는 분
• DB성능 개선이나 쿼리 튜닝에 경험이 있는 분
• DevOps나 SRE에 관심이 많고 인프라 자동화에 적극적인 분
• 데이터 분석가와의 협업 경험이 있는 분
"
"
- 데이터 분석 경험자 (R, Tableau 등)
- 시계열 데이터 분석 경험
"
"
- 분석을 위한 프로그래밍 역량이 있으신 분 (e.g., Python 이용 자동화, 분석 등)이면 더 좋아요.
- 데이터 기반의 인사이트를 통해 제품 지표 개선에 기여한 경험이 있으신 분이면 더 좋아요.
- 필요한 데이터를 정의, 수집하고 이를 분석하는 전체 과정에 대한 경험이 있으신 분이면 더 좋아요.
"
"
- CS 전공자 또는 그에 상응하는 알고리즘, 데이터구조, OS, 데이터베이스 등 기본적인 전산 지식에 대한 이해를 갖추신 분
- 문제해결 능력과 커뮤니케이션이 원활하신 분
- 투자한 주식이 대주주의 횡포로 인해 손절한 경험이 있으신 분
"
"
• 통계학 전공자 또는 통계학 관련 지식 보유
• 팀 리딩 경험이 있으신 분 (4인이상 팀원의 실무매니징과 휴먼매니징)
• 데이터기반 인사이트를 바탕으로 실제 지표상승과 하락, 문제해결과 실패를 경험해보신 분
• 온라인광고 플랫폼을 설정하고 운영해본 경험
• 데이터 분석을 위한 통계 / 딥러닝 / 머신러닝 모델링 경험
"
