Preference
"
• 커머스, 온라인 콘텐츠, 교육 플랫폼 기업에서 데이터 분석 업무를 경험해보신 분
• A/B Test를 통해 실제 서비스를 개선해보신 분
• DB와 관련된 전체 파이프라인에 대한 높은 이해도를 보유하신 분
• Tableau, Looker, Power BI 등 데이터 시각화 툴을 사용해보신 분
"
"
이공계열, 정보처리 분야 석사학위 취득자 또는 석사졸업예정자
"
"
• 이커머스, 프리랜서, HR 도메인의 데이터 분석 경험이 있는 분
• Google Analytics, Amplitude, Braze, AppsFlyer 등 사용자 행동 분석 툴 경험이 있는 분
• 머신러닝 및 딥러닝 알고리즘을 분석에 활용한 경험이 있는 분
• AWS 기반 데이터 파이프라인을 이해하고 엔지니어와 원활한 커뮤니케이션이 가능한 분
"
"
- Strong ability on a Excel Power-pivot, SQL, or Python
- Knowledge on Machine-learning, specifically understanding on Supervised learning or Decision-tree model.
"
"
• GA, Amplitude, Mixpanel 등 3rd party 툴을 사용한 데이터 분석이 가능한 분.
• 데이터 분석 프로그래밍 언어(Python, R)로 데이터 전처리 및 분석이 가능한 분.
• GCP, AWS 등 클라우드 환경에서 데이터 웨어하우스를 구축한 경험이 있으신 분.
• 데이터 기반 인사이트를 PO, PM, 디자이너 등 다양한 직군과 협업하며 적용한 경험이 있으신 분.
• 가설을 세우고 데이터를 처리해 제품 개선까지 도출한 경험이 있으신 분.
"
"
• Lean Startup 및 Agile 조직 경험이 있으신 분
• 주제별 데이터 분석, 가설 수립, 성장 실험 등 데이터 분석과 관련한 높은 이해도를 갖춘 분
• 데이터 시각화(Tableau, Amazon Quicksight 등)에 대한 풍부한 경험이 있는 분
• Amplitude, Google Analytics, Firebase 등의 로그분석 툴 사용 경험
• Python, R 등을 활용한 데이터 분석에 대한 이해도가 높으신 분
• Spark 등을 활용한 데이터 적재 및 가공에 대한 이해도가 있으신 분
"
"
- Cuda/ OpenCL 프로세싱 유 경험자
- 머신비전 (이미지 프로세싱 관련) 유 경험자
- C++ 최적화 가능자
"
"
- 타 부서 혹은 타사와도 원활히 커뮤니케이션 및 협업 할 수 있으신 분
- 영어능통자 (국제학술대회 발표 가능하신 분)
- 진로를 연구분야로 계획하고 계시는 분
- 논문 작성, 특허 발명에 관심이 많으신 분
- 협업 툴 환경 사용 경험(Jira/Confluence)이 있으신 분
- Cloud/Git 환경에 대한 이해도가 높으신 분
- 산업공학 및 컴퓨터공학 관련 분야 전공하신 분
"
"
• Lean Startup 및 Agile 조직 경험이 있으신 분
• 주제별 데이터 분석, 가설 수립, 성장 실험 등 데이터 분석과 관련한 높은 이해도를 갖춘 분
• 데이터 시각화(Tableau, Amazon Quicksight 등)에 대한 풍부한 경험이 있는 분
• Amplitude, Google Analytics, Firebase 등의 로그분석 툴 사용 경험
• Python, R 등을 활용한 데이터 분석에 대한 이해도가 높으신 분
• Spark 등을 활용한 데이터 적재 및 가공에 대한 이해도가 있으신 분
"
"
- Google Analytics 혹은 Adobe Analytics 데이터에 대한 In-depth / Ad-hoc 분석 유경험자 (Segment를 활용한 분석에 능한 분)
- SQL 쿼리문를 활용한 데이터 추출에 능한 분
- 구글 BigQuery를 이용한 데이터 추출 유경험자
(글로벌 광고 집행 경험이 있는) 광고 Agency 혹은 GA/AA 컨설팅 업체 유경험자)
- 영어 커뮤니케이션에 능한 자
(영어권 해외 유학, 해외 거주 및 교환학생 유경험자)
"
NaN
"
- 데이터 분석 관련 전공을 이수하신 분
- 데이터 시각화 툴(Tableau, Redash) 활용 경험을 보유하신 분
- IT 플랫폼, 유통/물류, 커머스 등 유관 업종에서의 업무 경력과 비즈니스 이해도가 있으신 분
- 사업 운영/관리 관련 실무를 2년 이상 경험하신 분
"
"
- 통계, 데이터 분석 관련학과 전공한 분
- IT 플랫폼, 유통/물류, 커머스 등에 대한 경험과 비즈니스 이해도가 있는 분
- 사업 운영 및 관리 경험이 있는 분
"
"
- Python을 활용한 데이터 분석 업무 경험
- Airflow, FastAPI, Python, RDB 활용한 데이터 운영/연동 경험
- 멤버십 설계 및 운영 경험
"
"
•데이터관련 자격증 보유
•데이터 분석 역량 보유
"
"
- 분산 환경에서 대용량 데이터 처리를 경험해 보신 분
- Hadoop Ecosystem 을 경험해 보시거나 관심이 있으신 분
- 프로그래매틱 광고 관련한 개발 업무를 진행해 보신 분
"
"
ㆍSQL 튜닝
ㆍOGG 솔루션 운영 경험
ㆍ금융권 대용량 DB시스템 운영 경험
ㆍDataguard 운영 및 구성 경험
ㆍ관련 자격증 소지자
ㆍOracle 외 이기종 DB(MSSQL,Maria, Mongo 등) 운영 경험
"
"
• 대용량 DB(SQL) 성능 튜닝 보유자 우대
• 데이터 분석 및 시각화(Tableau, Spotfire, Longview) 개발 경험 보유자 우대
• R/Python 등의 통계 패키지를 활용한 모형 개발 및 검증 경험자 우대
• 헬스케어 분야 도메인 경험자 우대

【 기술스택 】
• AWS(Lambda, DMS, Glue, S3, Athena, Redshift)
• R/Python/SQL
• Tableau/Spotfire/Longview
"
"
• DB설계 솔루션 혹은 데이터 관련 솔루션 지원 경험
• 개발프로젝트 경험이나 이해
• 블로그나 카페등을 통해 네트워킹 경험(분야 무관)
• 3rd Party 개발 지원(기초 업무 수행후 추가 선택)자는 VB.Net, C# 경험
"
"
• Kubernetes 구축/운영 경험 보유
• Linux container 기반의 시스템 구축/ 운영 경험 보유
• Overlay network 구축/운영 경험 보유
• Ceph 분산 스토리지 구축/ 운영 경험 보유
• IT 인프라 모니터링에 대한 전문 지식 보유
• 오픈소스 contribution 또는 issue reporting 경험
• Kubernetes operator 구축/운영 경험 보유
• Data Engineering 경험 보유
• Hadoop, Spark등 Bigdata eco 구축/운영 경험 보유
"
"
• 좋은 코드와 설계를 위한 고민 그리고 테스트의 중요성을 인지하고 계신 분
• 코드 리뷰 및 의견 공유에 있어 적극적인 분
• 내가 만든 작품을 고객이 직접 사용하는 순간! 그때의 긴장감과 뿌듯함을 즐기시는 분
• 작은 규모의 회사에서 좋은 업무 문화를 함께 만들어 나가고 싶은 분
• 새로운 것을 배움에 주저함이 없고 주변 동료들과 나누고 싶어 하시는 분
• 팀 플레이어로서 동료들과 함께 협력하여 문제를 해결해 나가시는 분
"
"
• 수학, 통계학, 컴퓨터 사이언스 전공 우대
• 데이터를 활용한 End to End 프로젝트 경험
• Hadoop, Spark등 분산처리 기술 이해
• Airflow등의 워크 플로우 개발 / 관리 경험
• Kafka, Flume, Storm등 실시간 스트리밍 처리
• 스스로 문제를 찾고 개선 의지 및 동료들과 적극적인 소통의지가 높으신분
"
"
• 금융/신용평가라는 도메인에 AI/ML을 적용하는 것에 흥미를 가지고 계신 분
• MLFlow, Kubeflow 등 ML모형을 Serving하는 Pipeline 구축에 경험이 있으신 분
• 컨테이너 환경에서의 제품 운영 경험이 있으신 분
• 새로운 개발기술에 관심이 많고, 이를 습득하는데 거부감이 없으신 분
"
"
• 오픈소스 컨트리뷰터 혹은 메인테이너
• 딥러닝 연구나 이를 활용한 서비스 경험이 있는 엔지니어
• TensorFlow, PyTorch, MXNet 등 각종 머신러닝 프레임워크에 대한 이해
• Hadoop MR, Hive, Spark, Flink, Presto 등 빅데이터 프레임워크 사용 경험이 있으신 분
• ETL Pipeline 을 구축 및 운영한 경험
• 머신러닝 또는 통계학 기반의 학문적 배경 또는 실무 경험
"
"
- AWS RDS, Aurora 등 AWS 클라우드 경험
- Redis, DynamoDB 등 사용 경험
- 데이터베이스 관련 자격증 소유
- 초보 이상 수준의 Python 프로그래밍에 대한 이해, 스크립트 작성 경험
"
"
• AWS, Kubernetes등의 cloud native 환경에서의 데이터 인프라 구축에 능한 분을 찾습니다.
• 언제든 Airflow와 같은 오픈소스 플랫폼 코드를 딥다이브 하실 수 있는 의지와 능력이 있는 분을 찾습니다.
"
"
• AWS와 AWS의 서비스(GLUE, EMR, EKS, Redshift)를 다뤄 본 경험이 있는 분
• 대규모 분산 시스템에서 대량 데이터를 처리하는 데 필요한 기술과 경험 (Hadoop, Spark, Hive, Kafka 등) 이 있는 분
• 금융업계 도메인에서 요구하는 보안항목들을 이해하며 규제 범위 내에서의 작업 경험이 있는 분
• ETL 파이프라인을 통해 BI 시각화를 위한 툴(QuickSight, Looker, Tableau 등)에 리포팅 해본 경험이 있는 분
"
"
• Kubernetes의 전반적인 구성요소와 동작원리를 이해하고 있으며, Kubernetes 환경에서의 데이
터 인프라 구축의 경험이 있습니다.
• 소프트웨어 엔지니어링, 데이터 엔지니어링, 데이터 분석의 도메인을 아우르는 지식과 커뮤니케이
션 능력이 있습니다.
• 언제든 Airflow, Spark와 같은 오픈소스의 코드를 직접 딥다이브 할 수 있는 의지와 능력이 있습
니다.
"
"
• CISSP, CISA, 정보보안기사, 정보관리기술사
• 업무상 영어 회화 가능한 분
"
"
[이런 분이라면 더 좋아요]

• AWS 클라우드 인프라스트럭처에 익숙하거나 쉽게 적응가능하신 분
• 클라우드 환경에서 ETL 또는 스트리밍 데이터 파이프라인을 이해하고 구축할 수 있는 분
• 마이크로서비스 아키텍처를 이해하고, 클라우드 환경에서 컨테이너/서버리스 기반 CI/CD 경험
"
"
• 대용량 서비스 개발 또는 운영 경험이 있으신 분
• 데이터 처리 및 분석 플랫폼 구축 경험이 있으신 분
• 데이터 처리 및 활용 서비스 개발 및 운영 경험이 있으신 분
• Spark 및 Hadoop 에코시스템을 이용하여 데이터 애플리케이션을 개발 및 운영한 경험이 있으신 분
• MLOps에 대한 이해도가 높으신 분
"
"
- AWS, GCP 클라우드 환경에 대한 이해와 경험 보유한 분
- Docker, Kubernetes 관련 경험 보유한 분
- Git 관련 경험 보유한 분 (Github, Bitbucket 등)
- ELK stack 경험 보유한 분 (Elastic Search, Logstash, Kibana)
- Google Analytics, Google Tag Manager, Data Studio 데이터분석 경험 보유한 분
- Mongodb Nosql DB 경험 보유한 분
- e-commerce 플랫폼, 광고트래킹 플랫폼 구축/운영 경험 보유한 분
- Web Frontend javascript Libarary (React.js, Angular.js, Vue.js 등) 경험 보유한 분
- 상용서비스를 처음부터 개발하여 운영한 경험 보유한 분
- 본인의 기술경험을 타인에게 잘 설명할 수 있는 분
"
"
• AWS 등 클라우드 기반 데이터 플랫폼 구축 및 워크플로우 운영 경험이 있으신 분.
• 대용량 데이터 파이프라인(수집/가공/분석) 개발 및 운영 경험이 있으신 분.
• Flask, NestJS 등 백엔드 프레임워크 경험이 있으신 분.
"
