Title,Company,Content,Requirement,Preference,StackTool,Link,Location,label
[100억↑투자] 데이터사이언티스트,해줌,"해줌은 2012년에 설립된 회사로, 소비자로부터 멀게만 느껴졌던 대한민국 태양광 산업에 끊임없는 혁신을 만들었으며, 현재는 AI기술과 인공위성 데이터를 활용한 기술력으로 에너지 분야를 선도하고 있는 대표 에너지 IT 스타트업입니다.

2013년 1월, 태양광 발전소 수익성 분석 서비스인 햇빛지도로 출발하여, 현재는 한국에너지공단 주관 태양광 대여사업에 6년 연속 가구수별 시장점유율 1위의 기업으로 발돋움 하였습니다.

2016년 포스코기술투자로부터 투자를 유치했으며, 이후 소규모 전력중개사업자 선정에 이어 머신러닝을 통한 발전소 이상감지 예측 솔루션 특허를 출원하며 IT기술을 활용한 태양광 산업을 선도하고 있습니다.

2018년에는 독일 베를린에 유럽법인을 설립해 전 세계 태양광 발전량 예측 기술을 연구하고 있으며, 2018년 UN-서울시 공동 주관의 도시혁신챌린지 최우수상 수상, 2019년 전력거래소 주관 재생에너지 발전량 예측 경진대회에서 기업 중 유일하게 태양광·풍력 부문 동시 수상, 재생에너지 발전량 예측제도 1차 실증사업 테스트 기준치 통과 등의 성과를 통해 그 기술력을 공인받은 바 있습니다.

2020년에는 ‘그린뉴딜 유망기업 100’으로 선정되며 대한민국 녹색분야 대표 기업으로서 에너지 IT 기업의 선두를 달리고 있으며, 한국에너지공단으로부터 7년 연속 공식 태양광 대여사업자로 선정되어 현재까지 대여사업 가구 수 기준 점유율 1위, 약 3,700개의 발전소를 운영 및 관리하며 태양광 확대 및 보급에 앞장서왔습니다.

2021년에는 GS에너지로부터 전략적 투자를 유치하며 IT 기술을 기반으로 한 태양광 플랫폼 사업자에서 RE100, 수요관리, 발전사업 등 에너지 종합 컨설팅 분야까지 사업을 확장하였으며, 

2022년에는 110억원의 시리즈 B 투자를 유치하여 에너지 플랫폼 및 가상발전소(VPP) 운영자로서의 지위를 굳건히 해나가고 있습니다. 

차세대 에너지 혁명의 중심이자 혁신 1순위로 일컬어지는 재생에너지 분야에서, 해줌은 태양광 뿐만 아니라 에너지 전반을 아우르는 기업으로 계속해서 성장하고 있습니다.
주요업무
전력중개사업(VPP)에서 가장 중요하게 사용되는 발전량 예측부터 
자동화를 위한 여러 서비스들에 사용될 알고리즘, 모델을 개발하는 일을 합니다.
기상정보를 다루는 일이 많으며 태양광/풍력을 주로 분석합니다.
[업무 내용]
- 태양광 발전량 예측 알고리즘 고도화
- 풍력 발전량 예측
- 전력중개사업 최적화 알고리즘 개발 
- 신재생에너지 제어 알고리즘 개발
자격요건
- 관련 업무 경력 3년 이상인 분
- 시계열 데이터를 분석하여 예측에 대한 경험이 있는 분
- 논문 등 알고리즘에 대해 분석 후 구현 경험이 있는 분
- 통계분석, 인공지능/머신러닝 관련 석/박사학위 또는 이에 준하는 경력을 소지하신 분
- Python 언어 사용 가능
우대사항
- 기상관련 데이터 경험
- 머신러닝 관련 모델링 도구 경험자 (Tensorflow, PyTorch 등)
- 데이터 분석 경험자 (R, Tableau 등)

*전형절차
서류전형 - 1차 면접(실무)- 2차 면접(인성)- 처우협의 - 입사
혜택 및 복지
• 8시~10시 내가 원하는 시간에 출근하는 선택적 근로시간제 진행중! 
• 1개월 1회, 자기개발 하러 조기퇴근 gogo!
• 깨끗하고 운동장 같이 넓은 사무실
• 열심히 일한 당신, 떠나라! GWP를 위한 분기별 플레이샵
• 술만 마시는 회식은 노노! 맛있는 것 먹고 즐길 수 있는 회식 분위기
• 나만을 위한 기념을 만들 수 있는 휴가, 마이데이
• 고민거리 걱정마세요, 전문상담사에게 받는 심리상담, EAP
• 3년, 6년, 9년 ··· 3년 주기로 주어지는 2주의 refresh 휴가
• 매일 다른 구성원들과의 맛있는 점심식사, 비용 지원까지!
• 부서별 원활한 소통을 위한 간식비 지원
• 볼링, 영화, 풋살 등 동호회 적극 지원

* 지원서 상 반드시 ""해줌에 지원하는 동기""를 기재해주세요.
미 기재 시, 정확한 서류 전형 진행이 어렵습니다.


#스타트업 #자율복장 #GWP #즐거운직장만들기 #유연근무 #인센티브 #성과급 #자기개발 #휴게실 #게임기 #플스 #생일선물 #점심제공 #건강검진 #동호회 #출산전후휴가 #육아휴직 #장기근속휴가 #EAP #간식비 #노사협의회 #도서구매비 #교육지원 #회사차량 #플레이샵 #해외워크샵
기술스택 ・ 툴
Pytorch
Tensorflow
Python","
- 관련 업무 경력 3년 이상인 분
- 시계열 데이터를 분석하여 예측에 대한 경험이 있는 분
- 논문 등 알고리즘에 대해 분석 후 구현 경험이 있는 분
- 통계분석, 인공지능/머신러닝 관련 석/박사학위 또는 이에 준하는 경력을 소지하신 분
- Python 언어 사용 가능
","
- 기상관련 데이터 경험
- 머신러닝 관련 모델링 도구 경험자 (Tensorflow, PyTorch 등)
- 데이터 분석 경험자 (R, Tableau 등)

","
Pytorch
Tensorflow
Python",https://www.wanted.co.kr/wd/147049,서울,데이터 사이언티스트
주니어 블록체인 데이터 사이언티스트,클로인트,"클로인트(Kloint)는 디지털자산에 대한 다양한 위협으로부터 사회와 대중을 보호하기 위한 기술을 개발하고, 글로벌 시장에서 가장 신뢰받을 수 있는 디지털자산 데이터 플랫폼을 구축하여 기관과 기업, 개인 고객 대상의 디지털자산 인텔리전스 플랫폼을 제공합니다.

클로인트는 블록체인 기술 전문성과 금융에 대한 이해를 바탕으로 한국디지털자산수탁(KDAC) 설립 및 토큰증권 인프라인 에셋트럼을 개발, 운영하는 '페어스퀘어랩'과 KAIST 네트워크 보안 전문 연구진을 주축으로 설립된 데이터 인텔리전스 기업 'S2W', 오르빗 브릿지 등의 크로스체인 기술과 클레이스왑, 메시스왑등 디파이 개발 경험을 보유한 '오지스'가 협력하여 설립한 회사로, 3사의 블록체인 기술력과 디지털자산 관련 전문성을 바탕으로 디지털자산 포렌식, 컴플라이언스, 인텔리전스 사업을 위한 핵심 솔루션을 개발합니다.

클로인트와 함께 디지털자산 시장의 리스크를 선제적으로 대응하고, 디지털자산 관련 사이버 안전 및 국가 안보를 보장하는 체계를 구축하는 데 기여할 분을 모십니다.
주요업무
• 온체인 데이터 Clustering, Rating, Pattern, Anomaly 분석 실무
• 온체인 데이터 분석 기반 위협 탐지 및 예측
• 상기 업무 수행을 위한 각종 알고리즘 개발 및 운영

[기술스택]
• 다양한 종류의 DB 고급 Query 작성 - Mysql, Postgresql, MongoDB, Neo4j 등
• 대용량 데이터 처리 Job 작성 - Spark, Hadoop, Kafka, Presto
• DW - Redshift, Snowflake, Tableau등
자격요건
• 데이터 사이언스 관련 기업 근무, 연구활동 등 업무 수행 경험
• 블록체인 관련 기업 근무, 연구활동 등 업무 수행 경험
• 데이터 분석 및 머신러닝 관련 언어(SQL/HQL, Python, R 등) 활용 역량
• 온체인 데이터 분석에 대한 이해도 보유자 선호
우대사항
• 블록체인 및 암호화폐 관련 기업 근무 경력
• 빅데이터 관련 기업 근무 경력
• 관련 대회 입상, 수상 경력
• 통계분석, 머신러닝 등 관련 분야 석/박사 학위 소지자
• 상위 수준의 영어 의사소통 및 문서 작성 능력
혜택 및 복지
• 주5일 근무 (본사: 서울특별시 서초구)
• 탄력적인 출퇴근, 자율 휴가, 자유 복장
• 4대 보험 가입
• 최고사양 노트북 및 모니터 지원
• 다양한 다과 및 커피/음료 무제한 제공
• 건강검진 지원(본인 포함 가족 1명까지, 격년)
• 경조사비, 경조 휴가 및 화환 지원
• 업무 관련 컨퍼런스/교육/도서 구매비 지원

※ 복지 사항은 지속해서 업데이트 예정입니다.
기술스택 ・ 툴
Hadoop
MongoDB
MySQL
Spark
Python
R
Tableau
Jenkins
PostgreSQL
Neo4j","
• 데이터 사이언스 관련 기업 근무, 연구활동 등 업무 수행 경험
• 블록체인 관련 기업 근무, 연구활동 등 업무 수행 경험
• 데이터 분석 및 머신러닝 관련 언어(SQL/HQL, Python, R 등) 활용 역량
• 온체인 데이터 분석에 대한 이해도 보유자 선호
","
• 블록체인 및 암호화폐 관련 기업 근무 경력
• 빅데이터 관련 기업 근무 경력
• 관련 대회 입상, 수상 경력
• 통계분석, 머신러닝 등 관련 분야 석/박사 학위 소지자
• 상위 수준의 영어 의사소통 및 문서 작성 능력
","
Hadoop
MongoDB
MySQL
Spark
Python
R
Tableau
Jenkins
PostgreSQL
Neo4j",https://www.wanted.co.kr/wd/174917,서울,데이터 사이언티스트
시니어 블록체인 데이터 사이언티스트,클로인트,"클로인트(Kloint)는 디지털자산에 대한 다양한 위협으로부터 사회와 대중을 보호하기 위한 기술을 개발하고, 글로벌 시장에서 가장 신뢰받을 수 있는 디지털자산 데이터 플랫폼을 구축하여 기관과 기업, 개인 고객 대상의 디지털자산 인텔리전스 플랫폼을 제공합니다.

클로인트는 블록체인 기술 전문성과 금융에 대한 이해를 바탕으로 한국디지털자산수탁(KDAC) 설립 및 토큰증권 인프라인 에셋트럼을 개발, 운영하는 '페어스퀘어랩'과 KAIST 네트워크 보안 전문 연구진을 주축으로 설립된 데이터 인텔리전스 기업 'S2W', 오르빗 브릿지 등의 크로스체인 기술과 클레이스왑, 메시스왑등 디파이 개발 경험을 보유한 '오지스'가 협력하여 설립한 회사로, 3사의 블록체인 기술력과 디지털자산 관련 전문성을 바탕으로 디지털자산 포렌식, 컴플라이언스, 인텔리전스 사업을 위한 핵심 솔루션을 개발합니다.

클로인트와 함께 디지털자산 시장의 리스크를 선제적으로 대응하고, 디지털자산 관련 사이버 안전 및 국가 안보를 보장하는 체계를 구축하는 데 기여할 분을 모십니다.
주요업무
• 온체인 데이터 분석업무 리딩
• 온체인 데이터 Clustering, Rating, Pattern, Anomaly 분석
• 온체인 데이터 분석 기반 위협 탐지 및 예측
• 상기 업무 수행을 위한 각종 알고리즘 개발 및 운영
• 머신러닝 기반 분석 업무 수행 경험자 우대

[기술스택]
• 다양한 종류의 DB 고급 Query 작성 - Mysql, Postgresql, MongoDB, Neo4j 등
• 대용량 데이터 처리 Job 작성 - Spark, Hadoop, Kafka, Presto
• DW - Redshift, Snowflake, Tableau등
자격요건
• 데이터 사이언스 관련 실무 경력 7년 이상 또는 그에 준하는 역량 보유
• 대용량 데이터 분석 및 머신러닝 관련 언어(SQL/HQL, Python, R 등) 활용 능력
• 대용량 데이터 분석을 통해 문제를 정의하고 해결할 수 있는 능력
• 관련 알고리즘에 대한 논문 작성 등 분석 후 구현 경험
• 블록체인에 대한 비지니스적, 기술적 이해도 보유자 선호
• Complex Network Modeling 관련 실무경험 보유자 선호
우대사항
• 블록체인 및 암호화폐 관련 기업 근무 경력
• 빅데이터 관련 기업 근무 경력
• 관련 대회 입상, 수상 경력
• 통계분석, 머신러닝 등 관련 분야 석/박사 학위 소지자
• 상위 수준의 영어 의사소통 및 문서 작성 능력
혜택 및 복지
• 주5일 근무 (본사: 서울특별시 서초구)
• 탄력적인 출퇴근, 자율 휴가, 자유 복장
• 4대 보험 가입
• 최고사양 노트북 및 모니터 지원
• 다양한 다과 및 커피/음료 무제한 제공
• 건강검진 지원(본인 포함 가족 1명까지, 격년)
• 경조사비, 경조 휴가 및 화환 지원
• 업무 관련 컨퍼런스/교육/도서 구매비 지원

※ 복지 사항은 지속해서 업데이트 예정입니다.
기술스택 ・ 툴
Hadoop
MongoDB
MySQL
Spark
Python
R
Tableau
Jenkins
PostgreSQL
Neo4j","
• 데이터 사이언스 관련 실무 경력 7년 이상 또는 그에 준하는 역량 보유
• 대용량 데이터 분석 및 머신러닝 관련 언어(SQL/HQL, Python, R 등) 활용 능력
• 대용량 데이터 분석을 통해 문제를 정의하고 해결할 수 있는 능력
• 관련 알고리즘에 대한 논문 작성 등 분석 후 구현 경험
• 블록체인에 대한 비지니스적, 기술적 이해도 보유자 선호
• Complex Network Modeling 관련 실무경험 보유자 선호
","
• 블록체인 및 암호화폐 관련 기업 근무 경력
• 빅데이터 관련 기업 근무 경력
• 관련 대회 입상, 수상 경력
• 통계분석, 머신러닝 등 관련 분야 석/박사 학위 소지자
• 상위 수준의 영어 의사소통 및 문서 작성 능력
","
Hadoop
MongoDB
MySQL
Spark
Python
R
Tableau
Jenkins
PostgreSQL
Neo4j",https://www.wanted.co.kr/wd/174913,서울,데이터 사이언티스트
데이터사이언티스트 (AI추천엔진팀),씨제이올리브영(CJ올리브영),"All Live Better,

No.1 헬스&뷰티 스토어 올리브영은 20년 이상 축적된 경험과 데이터, 협력 체계를 바탕으로 이제는 국내를 넘어 글로벌 시장을 리딩하는 라이프스타일 플랫폼이자 새로운 옴니채널 사업자로 진화하고 있습니다.

올리브영은 앞으로도 끊임없이 변화하고 혁신하며 전 세계인의 건강한 아름다움을 큐레이팅하는 '글로벌 No.1 옴니채널 라이프스타일 플랫폼'을 향한 비전을 달성할 것입니다.

올리브영의 독보적인 오프라인 비즈니스를 기반으로 온라인 서비스를 결합하여 온·오프의 경계를 허무는 End-to-End 플랫폼을 함께 만들어가실 역량 있는 분을 모십니다.
주요업무
[AI 추천엔진팀 소개]

- 올리브영 AI추천엔진팀은 국내 H&B 시장을 선도하는 올리브영의 초개인화 맞춤 추천 서비스를 실현하기 위해
· 빅데이터를 바탕으로 추천 알고리즘을 만들고
· 추천시스템을 통하여 데이터를 학습시켜 추천 모델링을 합니다.
· 초개인화 추천을 위한 옴니채널 관점에서 온오프 통합 추천 서비스를 기획합니다.


[담당업무]
빅데이터 기반 고객 행동 패턴 및 상품 구매요인 분석 및 인사이트 도출
데이터 분석, 설계, 모델링, 데이터마이닝
빅데이터 기반 상품 추천 모델, 유저 세그먼트 추출, 스코어 모델, 예측 모델 개발
Raw Data의 효율적 정제 및 데이터 구조 정의, 데이터 파이프라인 개발
자격요건
관련 업무 경력 5~10년 (데이터 상용화 모델링, 개발역량 등)
Machine Learnig 활용 데이터 분석 가능
python, JAVA 개발 가능자
다양한 분석 툴(SQL, R 등) 활용 가능
고객/상품/브랜드 분석 및 비즈니스 관련 인사이트 도출 경험
우대사항
• 관련학과(수학, 통계, 전산, 데이터 분석) 전공자 우대
• ML 관련 서비스 개발 및 운영 경험자 우대
• Agile 업무 환경(Scrum, Sprint, Squad 등) 경험자 우대
혜택 및 복지
- 유연한 장비 선택: 최적의 업무 환경을 위한 지원을 아끼지 않습니다.
- 충분한 교육 지원: 하고 싶은 공부를 마음껏 할 수 있습니다.
- 자유로운 출퇴근 조정: 출퇴근 시간 및 하루 근무시간을 자유롭게 조정합니다.
- 진짜 수평문화: 수평적이고 상호 존중하는 조직문화를 선도합니다.
- 따듯한 환영: 신규 구성원이 빠르게 적응할 수 있도록 최선을 다합니다.
- 각종 휴가 지원: 휴가에는 사유가 없습니다.
- 패밀리 지향: 임직원뿐 아니라 임직원의 가족까지 구성원으로 생각합니다.
- CJ Members Card 제공: CJ 전 계열사 임직원 할인이 적용됩니다.
- 경조사 지원: 기쁨과 슬픔을 함께 나눕니다.
- 카페테리아 포인트: 자유롭게 사용 가능한 연간 카페테리아 포인트를 지급합니다.

이외에 다양한 복지 및 복리후생 지원(CJ계열사 복지 기준 적용)
기술스택 ・ 툴
Azure
AWS
GCP","
관련 업무 경력 5~10년 (데이터 상용화 모델링, 개발역량 등)
Machine Learnig 활용 데이터 분석 가능
python, JAVA 개발 가능자
다양한 분석 툴(SQL, R 등) 활용 가능
고객/상품/브랜드 분석 및 비즈니스 관련 인사이트 도출 경험
","
• 관련학과(수학, 통계, 전산, 데이터 분석) 전공자 우대
• ML 관련 서비스 개발 및 운영 경험자 우대
• Agile 업무 환경(Scrum, Sprint, Squad 등) 경험자 우대
","
Azure
AWS
GCP",https://www.wanted.co.kr/wd/164003,서울,데이터 사이언티스트
데이터 사이언티스트,씨제이대한통운(CJ대한통운),"CJ대한통운은 글로벌 리딩 100년 기업으로의 도약을 목표로 성장하고 있는 종합 물류기업 입니다. 
물류산업의 패러다임 혁신을 주도하는 CJ대한통운과 함께 고객에게 최고의 서비스를 제공할 역량있고 열정적인 분들을 모십니다.

[조직 소개]
'더 운반(the unban)'은 운송 화주와 차주 간 직접 매칭하는 플랫폼으로 물류운송 업계에 IT/빅데이터 기술을 접목하여 운송 시장에 의 문제점을 해결하고 물류 디지털화를 이끄는 서비스입니다.

['더 운반' 링크드인 바로가기]
https://url.kr/neuvpx
주요업무
- 디지털 물류 플랫폼 핵심 엔진을 위한 데이터 분석 및 실험 설계
- 데이터 기반의 주요 지표 정의, 모니터링, 분석 진행
- 수요 / 공급 예측 모델링
- 플랫폼 고도화를 위한 핵심 엔진 및 운영 효율을 위한 최적화 모델링
- 데이터 파이프 라인 제작
- 데이터 분석을 위한 로그 및 마트 테이블 설계 관리
자격요건
[경력사항]
• 데이터 모델링 경력 5년 이상

[필요역량]
• Data-Driven Decision Making이 가능토록 실험 설계 및 통계적 가설 검증이 가능한 분
• Python을 통해 머신 러닝 모델 및 최적화 모델이 가능한 분
• 데이터의 수집 및 처리를 위해 SQL 활용이 가능하신 분
우대사항
• 데이터 시각화 도구(Tableau 등) 사용이 가능하신 분
• ML 프레임워크(Pytorch, Tensorflow, Keras 등) 활용이 가능하신 분
• AWS, GCP 등 클라우드 사용 경험
혜택 및 복지
· 임직원카드 : CJ브랜드 구입/이용 시 40% 할인 혜택
· 카페테리아 포인트 (연 100만원 상당) : 콘도, 펜션, 호텔 예약, 문화생활, 자기계발 지원, CJ몰 등 그룹 온라인 쇼핑몰 물품구입 등에 사용 가능
· 연봉 외 약 200만원 상당 식대 지원
· 경조사 지원
· 자녀 학자금 지원
· 의료비 및 건강관리 지원
· 주택 및 생활자금 대출 지원
· 장기근속자 휴가 및 비용지원
· 출산 및 육아 관련 지원
· 기타 (제주 렌터카, 웨딩카, 어버이날선물, 기념일 선물, 창립기념일 선물, 동호회 지원)

[기타사항]
 • 근무지 : 서울특별시 강남구 테헤란로 501, 2층
*세부 절차는 서류 합격자 분들께 개별 안내드릴 예정입니다.
기술스택 ・ 툴
GitLab
CSS
TypeScript
React.js
Next.js","
[경력사항]
• 데이터 모델링 경력 5년 이상

","
• 데이터 시각화 도구(Tableau 등) 사용이 가능하신 분
• ML 프레임워크(Pytorch, Tensorflow, Keras 등) 활용이 가능하신 분
• AWS, GCP 등 클라우드 사용 경험
","
GitLab
CSS
TypeScript
React.js
Next.js",https://www.wanted.co.kr/wd/163197,서울,데이터 사이언티스트
Data-centric 기반 딥러닝 연구/개발 (Data Scientist),(주)에이모,"상세
리뷰
면접
요약
마감일
2023.10.31 상시채용
직무
데이터 사이언티스트
경력
4년 이상
고용형태
정규직
근무지역
경기
스킬
python, Docker, Tensorflow, Pytorch
기업 소개
Enabling a data-powered tomorrow
데이터 관점의 기술 혁신으로 AI 시장의 성장을 돕고
일반 기업들도 자유롭게 AI 활용을 할 수 있는 서비스를 제공하기 위해 팀 동료를 찾고 있습니다.
에이모와 함께 글로벌 AI 데이터 컴퍼니를 만들어갈 분이라면 바로 지원해주세요!
주요 업무
머신러닝/딥러닝을 활용한 자율주행 데이터셋 개발 및 개선
자율주행 데이터로 학습한 모델 결과 분석 리포팅 & 성능 개선
자격 요건
- 관련 분야 경력 4년 이상이신 분
- Computer vision, Image/Video processing 이론에 대한 전반적인 이해가 있으신 분
- 딥러닝 프레임워크 (Tensorflow, PyTorch 등)를 활용한 모델 개발 및 배포 경험이 있으신 분
- 대용량 데이터를 분석 및 시각화해본 경험이 있으신 분
- 해외 출장에 결격 사유가 없는 분
- 팀원들과 적극적으로 소통할 수 있는 분, 주도적으로 업무를 이끌어가시는 분

[제출서류]
- 자율 양식의 이력서 필수 포함내용: 성향 및 업무 가치관, 개발경험, 성공 및 실패 경험(협업 or 프로젝트 진행 관련)
- 개발 성과/협업 경험을 보여줄 수 있는 포트폴리오
우대사항
- 관련 분야 석사/박사 학위 소지하신 분 (인공지능, 컴퓨터공학, 통계, 데이터분석 등)
- Data-centric AI에 대한 이해도가 높고 관련 개발경험이 있으신 분
- 자율주행 데이터셋 생성/활용 경험이 있으신 분 (이미지, 라이다, 레이더 등등, 2D, 3D 데이터셋 경험)
- Linux 기반 개발 경험이 있으신 분
채용 절차
서류->코딩테스트->1차 면접 ->2차 면접 ->합격자 인터뷰 ->최종합격
복리후생
[AIMMO Team Culture]
01. Accountability
자율성이 더 나은 퍼포먼스를 가져온다고 생각합니다.
모든 팀원은 더 나은 제품과 서비스를 제공하기 위해 리더처럼 일합니다.

02. Growth
갈등이 두려워 논쟁을 피하거나 더 좋은 것을 '익숙함' 때문에 포기하지 않습니다.
매일매일 서비스와 함께 성장해 갑니다.

03. Playful
생일파티, 탁구대회, Year-End Party 등 갑작스럽고 비정기적인 소소한 이벤트로 즐거움을 선물합니다.

04. Flexibility
형식에 얽매이지 않는 유동적인 조직으로, 실질적인 문제에 집중하여 과감한 답을 찾습니다.
새로운 트렌드와 기술도 적극 수용하고 활용하여 새로운 가치를 찾아냅니다.


[AIMMO Benefits]
01. 자유로운 업무환경
· 유연한 근무제도
· 수평적인 호칭 체계 및 수평적 문화
· 서울 거점 오피스 운영
· 자율 좌석제 운영

02. Work of Life Balance
· 자유로운 연차 사용
· AIMMO Family Day

03. AIMMO 편의시설
· 탁구대, 워크스테이션, 안마기구, 스탠딩 책상 설치
· 라운지 원두커피, 차 무제한 제공
· 간식비 지원

04. 건강케어
· 연 1회 종합 건강검진 지원
· 신선한 제철과일 제공

05. 자기개발 지원
· 업무 관련 도서 무제한 지원
· 교육 및 세미나비 지원
· AI 분야 전문 지식교육 지원
· 신규 입사자 및 관리자 교육
· 직무 분야별 전문가 과정 교육
· 연 2회 부서별 워크샵 예산 지원

06. 다양한 복지 지원
· 복지플랫폼 포인트 지급 (쇼핑, 여가, 교육 등 선택적 복리후생)
· 장기 근속자 포상금, 포상휴가
· 명절 선물 지급
· 생일 케이크 쿠폰 지급
· 경조휴가 및 경조금 지원
· 통신비 지원
기타
근무지 및 면접 장소 : 경기도 성남시 분당구 벌말로 50번길 41 투아이센터 7층
회사위치
경기 성남시 분당구 판교로228번길 17, 이랜텍동9층 / 경기도 성남시 분당구 벌말로50번길 41, 투아이센터7층","
- 관련 분야 경력 4년 이상이신 분
- Computer vision, Image/Video processing 이론에 대한 전반적인 이해가 있으신 분
- 딥러닝 프레임워크 (Tensorflow, PyTorch 등)를 활용한 모델 개발 및 배포 경험이 있으신 분
- 대용량 데이터를 분석 및 시각화해본 경험이 있으신 분
- 해외 출장에 결격 사유가 없는 분
- 팀원들과 적극적으로 소통할 수 있는 분, 주도적으로 업무를 이끌어가시는 분

[제출서류]
- 자율 양식의 이력서 필수 포함내용: 성향 및 업무 가치관, 개발경험, 성공 및 실패 경험(협업 or 프로젝트 진행 관련)
- 개발 성과/협업 경험을 보여줄 수 있는 포트폴리오
","
- 관련 분야 석사/박사 학위 소지하신 분 (인공지능, 컴퓨터공학, 통계, 데이터분석 등)
- Data-centric AI에 대한 이해도가 높고 관련 개발경험이 있으신 분
- 자율주행 데이터셋 생성/활용 경험이 있으신 분 (이미지, 라이다, 레이더 등등, 2D, 3D 데이터셋 경험)
- Linux 기반 개발 경험이 있으신 분
","
python, Docker, Tensorflow, Pytorch
",https://www.jobplanet.co.kr/job/search?posting_ids%5B%5D=1253452,경기,데이터 사이언티스트
