Preference_KOR
"테스트 설계 분석, 데이터 분석, 인과추론, 데이터 엔지니어링, 도메인 지식, 클라우드 경험, 빅데이터 분석, 분산 처리 시스템, 데이터 시각화, 병렬 처리 시스템"
"문제 정의 및 해결, 커뮤니케이션, 도메인 지식, 데이터베이스, 알고리즘 개발, 전산 지식"
"데이터 시각화, 데이터 분석, 데이터 솔루션"
"고객 분석, 딥러닝, 머신러닝, 커뮤니케이션, 도메인 지식, 알고리즘 개발, 데이터 분석, 데이터 파이프라인 구축"
정보처리기사
"최신 기술 연구, 데이터 분석, 프로젝트 경험, 모델 개발"
통계분석
"영어 커뮤니케이션, 데이터 분석, 통계분석, 커뮤니케이션, 도메인 지식, 인공지능, 산업공학"
"딥러닝, 논문 구현, 머신러닝, 최신 기술 연구, 영상 처리, 시계열 데이터, 프로젝트 경험, 이미지 데이터, 알고리즘 개발, 산업공학, 컴퓨터공학"
"모델 개발, 최신 기술 연구, 통계분석, 도메인 지식, 프로젝트 경험, 클라우드 경험, 플랫폼 구축, 인공지능, 챗봇 설계 구현, 컴퓨터공학"
"컨설팅, 프리젠테이션, 문제 정의 및 해결, 정보처리기사, 클라우드 경험, 프로젝트 경험, 논리적 사고, 데이터 솔루션"
"머신러닝, 통계분석, 데이터 로그 설계, 알고리즘 개발, 데이터 분석, 데이터 가공, 전산 지식"
""
"통계분석, 커뮤니케이션, 프로젝트 경험, 빅데이터 분석, 데이터 시각화, 데이터 분석, 산업공학, 컴퓨터공학"
"인사이트 도출, 빅데이터분석기사, 문제 정의 및 해결, 통계적 지식, 커뮤니케이션, 꼼꼼함, 빅데이터 분석, 지표 정의, 데이터 분석, 산업공학, 컴퓨터공학, 데이터분석준전문가"
"인사이트 도출, 모바일 데이터, 문제 정의 및 해결, 커뮤니케이션, 협업, 지표 정의, 데이터 분석, 주도적"
"데이터 모델링, 인사이트 도출, 딥러닝, 머신러닝, 실무매니징, 휴먼매니징, 문제 정의 및 해결, 통계분석, 통계적 지식, 도메인 지식, 지표 정의, 플랫폼 구축, 데이터 분석, 리딩 능력"
"영어 커뮤니케이션, 협업"
프로젝트 경험
"플랫폼 구축, 세일즈포스"
""
"커뮤니케이션, 시스템 개발"
"데이터 분석, 프로젝트 경험, 데이터 전처리"
"영어 커뮤니케이션, 커뮤니케이션, 프로젝트 경험"
"데이터 리터러시, 가설 수립 및 검증"
"고가용성, 적극적, 컨테이너 경험, 쿼리, 머신러닝, 데이터 솔루션, 업무 자동화, 튜닝 역량, 클라우드 경험, 빅데이터 분석, 협업, 플랫폼 구축, 데이터 분석, 인프라 구축 운영, 데이터 파이프라인 구축"
"머신러닝, 통계분석, 데이터 로그 설계, 알고리즘 개발, 데이터 분석, 데이터 가공, 리딩 능력, 전산 지식"
"데이터 마트 구축 운영, 데이터 리터러시, 협업, 가설 수립 및 검증, 데이터 분석, 리드 능력, 데이터 파이프라인 구축"
"컨설팅, 문제 정의 및 해결, 통계적 지식, 구조적 사고, 가설 수립 및 검증, 데이터 분석"
"영어 커뮤니케이션, 커뮤니케이션, 통계분석"
""
"고객 분석, 데이터 분석, 통계분석, 지표 정의, 데이터 시각화"
"배치 프로세싱, 데이터 분석, 스크립트 언어, 통계적 지식, 대시보드 구축, 경영학, 데이터 시각화, 컴퓨터공학"
"모델 개발, 대회 수상자, 통계분석, 텍스트 데이터, 통계적 지식, 커뮤니케이션, 프로젝트 경험, 빅데이터 분석, 데이터 분석, 빅데이터분석기사, 데이터분석준전문가"
"코드 해석, 데이터 모델링, 블록체인, 영어 커뮤니케이션, 리포트 작성, 통계적 지식, 커뮤니케이션, 프로젝트 경험, 데이터 분석, 암호화폐"
"데이터 모델링, 머신러닝, 트러블슈팅, 문제 정의 및 해결, 통계분석, 분석적 사고"
"통계적 지식, 데이터 분석, 컴퓨터공학"
"핀테크, 문제 정의 및 해결, 통계분석, 커뮤니케이션, 빅데이터 분석, 가설 수립 및 검증"
"정보보호, 데이터 분석, 프로젝트 경험, 대회 수상자, 보안, 전문 교육 수료"
"고객 분석, 데이터 분석, 실무경험, 플랫폼 구축, 데이터 시각화"
"데이터 분석, 모델 개발"
"데이터 분석, 모델 개발"
"머신러닝, 컴퓨터 비전, 최적화, 이미지 데이터, 데이터 프로세싱"
"인사이트 도출, 데이터 전처리, 프로그래밍 언어, 클라우드 경험, 협업, 가설 수립 및 검증, 데이터 분석, 데이터 웨어하우스"
"주도적, 고객 분석, 데이터 마이닝, 머신러닝, 최신 기술 연구, 통계분석, 커뮤니케이션, 도메인 지식, 프로젝트 경험, 시스템 개발, 산업공학"
"딥러닝, 모델 개발, 데이터 파이프라인 구축, 머신러닝"
"정보보호, 데이터 분석, 프로젝트 경험, 대회 수상자, 보안, 전문 교육 수료"
""
"프레임워크, 딥러닝, 머신러닝, 오픈소스 경험, 실무경험, 통계적 지식, 빅데이터 분석, 오픈소스 메인테이너, 오픈소스 컨트리뷰터"
"리포팅 능력, 도메인 지식, 시스템 개발, 분산 처리 시스템, 데이터 시각화, 보안, 데이터 파이프라인 구축"
"프레임워크, 백엔드, 워크플로우, 데이터 수집, 클라우드 경험, 플랫폼 구축, 데이터 분석, 데이터 가공, 데이터 파이프라인 구축"
"정보처리기사, 열정적"
"플랫폼 구축, 데이터 분석, 클라우드 경험, 상용 서비스 구현"
"네트워킹 경험, 프로젝트 경험, 데이터 솔루션"
"분산 스토리지 구축 운영, 오픈소스 경험, 도메인 지식, 시스템 개발, 분산 처리 시스템, 인프라 구축 운영"
"클라우드 경험, 스크립트 언어, 프로그래밍 언어, 데이터베이스"
"데이터 레이크하우스, 엔진 활용 경험, 데이터 마트 구축 운영, 데이터베이스, 데이터 파이프라인 구축"
"플랫폼 구축, 데이터 분석, 시스템 개발, 애플리케이션 구축"
"정보처리기사, 개발경험, 컴퓨터공학, 전산 지식"
"분산 처리 시스템, 어플리케이션 개발, 클라우드 경험, 시스템 개발, 플랫폼 구축, 데이터 시각화"
테스트 설계 분석
"애플리케이션 구축, 모델 개발, 파이썬, 데이터 웨어하우스, 시스템 개발, 데이터 파이프라인 구축"
"데이터 분석, 자율주행 데이터, 통계분석, 데이터베이스, 레이더 데이터, 이미지 데이터, 인공지능, 컴퓨터공학"
""
"코드 해석, 주도적, 최신 기술 연구, 긍정적, 책임감, 프로그래밍 언어, 커뮤니케이션, 도메인 지식, 전문 교육 수료, 프론트엔드, 병렬 처리 시스템, 데이터 사이언티스트, 데이터 파이프라인 구축"
"영어 커뮤니케이션, 데이터 엔지니어링, 커뮤니케이션, 시스템 개발, 실시간 데이터 처리, 분산 처리 시스템"
"고가용성, 네트워크 구축, 온프레미스 구축, 서버 설계, 프로젝트 경험, 시스템 개발, 리딩 능력"
"플랫폼 구축, 데이터 시각화, 데이터 전처리, 애플리케이션 구축"
"통계적 지식, 커뮤니케이션, 데이터 로그 설계, 컴퓨터공학"
"통계적 지식, 커뮤니케이션, 데이터 로그 설계, 컴퓨터공학"
"웹크롤링, 리포팅 능력, 클라우드 경험, 빅데이터 분석, 플랫폼 구축"
"튜닝 역량, 시스템 개발, 데이터 솔루션"
"소프트웨어, 코드 해석, 오픈소스 경험, 데이터 엔지니어링, 커뮤니케이션, 도메인 지식, 딥다이브, 데이터 분석, 인프라 구축 운영"
분산 처리 시스템
"정보보안기사, 영어 커뮤니케이션, 정보관리기술사"
"코드 해석, 적극적, 테스트 설계 분석, 고객 분석, 최신 기술 연구, 문제 정의 및 해결, 협업"
리눅스
"영어 커뮤니케이션, 고객 분석, 오픈소스 경험, 데이터 스트리밍, 시계열 데이터, 프로젝트 경험, 데이터 분석"
고가용성
"프레임워크, 데이터 품질 체크, 오픈소스 경험, 데이터 분석, 트러블슈팅, 업무 자동화, 클라우드 경험, 데이터 시각화, 인프라 구축 운영, 데이터 파이프라인 구축"
"컨테이너 경험, 웹크롤링, 대시보드 구축, 최적화, 튜닝 역량, 데이터베이스, 도메인 지식, 시스템 개발, 알고리즘 개발, 데이터 오케스트레이션, 데이터 시각화, 쿼리, 전산 지식"
"데이터 시각화, 데이터 분석, 커뮤니케이션, 데이터 파이프라인 구축"
"모델 개발, 데이터 마트 구축 운영, 백엔드, 데이터 분석, 서버 설계, 트러블슈팅, 데이터 시각화, 주도적"
"데이터 레이크하우스, 데이터 엔지니어링"
"소프트웨어, 코드 해석, 오픈소스 경험, 데이터 엔지니어링, 커뮤니케이션, 도메인 지식, 딥다이브, 데이터 분석, 인프라 구축 운영"
"분산 처리 시스템, 쿠버네티스, 클라우드 경험, 시스템 개발, 플랫폼 구축, 데이터 시각화, 데이터 파이프라인 구축"
"소프트웨어, 프로그래밍 언어, 데이터 엔지니어링, 프로젝트 경험, 가설 수립 및 검증"
"데이터 시각화, 데이터 분석"
"고가용성, 네트워크 구축, 온프레미스 구축, 서버 설계, 프로젝트 경험, 시스템 개발, 리딩 능력"
"플랫폼 구축, 데이터 시각화, 데이터 전처리, 애플리케이션 구축"
"컴퓨터 비전, 통계분석, 영상 처리, 도메인 지식, 프로젝트 경험, 데이터 분석"
"프레임워크, 데이터 품질 체크, 오픈소스 경험, 데이터 분석, 트러블슈팅, 업무 자동화, 클라우드 경험, 데이터 시각화, 인프라 구축 운영, 데이터 파이프라인 구축"
"테라폼, 쿠버네티스, 핀테크, 클라우드 경험, 실시간 데이터 처리, 분산 처리 시스템, 리소스 관리, 인프라 구축 운영"
"분석적 사고, 쿼리, 논리적 사고, 데이터 솔루션"
"클라우드 경험, 스크립트 언어, 프로그래밍 언어, 데이터베이스"
""
"딥러닝, 모델 개발, 메시지큐, 자연어 처리"
프레임워크
"프로젝트 경험, 주도적"
"소프트웨어, 리눅스, 도메인 지식"
"프로덕트 데이터 분석, 인프라 구축 운영, 플랫폼 구축, 데이터 분석, 주도적, 데이터 파이프라인 구축"
"데이터 수집, 데이터 레이크하우스, 컴퓨터공학"
"커뮤니케이션, 협업, 문제 정의 및 해결"
"소프트웨어, 적극적, 모델 개발 및 배포, 컨테이너 경험, 어플리케이션 개발, 간단, 긍정적, 문제 정의 및 해결, 도메인 지식, 클라우드 경험, 데이터베이스, 프론트엔드, 알고리즘 개발, 전산 지식"
"열정적, 긍정적, 대시보드 구축, 데이터 표준화, 도메인 지식"
"리포팅 능력, 도메인 지식, 시스템 개발, 분산 처리 시스템, 데이터 시각화, 보안, 데이터 파이프라인 구축"
"프로덕트 데이터 분석, 인프라 구축 운영, 플랫폼 구축, 데이터 분석, 주도적, 데이터 파이프라인 구축"
"프레임워크, 모델 개발 및 배포, 장애처리, 통계분석, 업무 자동화, 도메인 지식, 클라우드 경험, 실무경험, 플랫폼 구축, 인프라 구축 운영"
"데이터 모델링, 트러블슈팅, 통계분석, 머신러닝"
"프로젝트 경험, 데이터 파이프라인 구축, 실시간 데이터 처리, 플랫폼 구축, 데이터 분석, 리딩 능력, 데이터 솔루션"
"실시간 데이터 처리, 시스템 개발, 백엔드, 데이터베이스"
"프로젝트 경험, 데이터 파이프라인 구축, 실시간 데이터 처리, 플랫폼 구축, 데이터 분석, 리딩 능력, 데이터 솔루션"
대회 수상자
"데이터 모델링, 프로덕트 데이터 분석, 데이터 분석, 클라우드 경험, 데이터 시각화, 데이터 프로세싱, 인프라 구축 운영"
"적극적, 코드 해석, 열정적, 딥러닝, 모델 개발, 머신러닝, 최신 기술 연구, 토론, 통계분석, 문제 정의 및 해결, 커뮤니케이션, 도메인 지식, 협업, 지표 정의, 데이터 분석, 경진대회 참가, 논리적 사고"
"온체인 데이터, 블록체인, 영어 커뮤니케이션, 커뮤니케이션, 도메인 지식, 데이터베이스, 인프라 구축 운영"
"온체인 데이터, 블록체인, 영어 커뮤니케이션, 데이터 솔루션, 업무 자동화, 데이터 웨어하우스, 커뮤니케이션, 빅데이터 분석, 시스템 개발, 데이터베이스, 암호화폐, 데이터 파이프라인 구축"
"머신러닝, 딥러닝, 데이터 레이블링"
"분산 처리 시스템, 시스템 개발, 데이터 파이프라인 구축"
"머신러닝, 협업, 시스템 개발, 분산 처리 시스템, 인프라 구축 운영"
"비정형 데이터, 데이터 표준화, 정형 데이터, 품질관리"
"온체인 데이터, 블록체인, 영어 커뮤니케이션, 리포트 작성, 커뮤니케이션, 데이터 분석, 암호화폐"
"데이터 모델링, 피처 엔지니어링, 데이터 엔지니어링, 머신러닝"
"엔진 활용 경험, 이미지 데이터"
"튜닝 역량, 프로젝트 경험, 빅데이터 분석"
"적극적, 자신감, 최신 기술 연구, 도전적, 빅데이터 분석, 컴퓨터공학"
"프레임워크, 오픈소스 경험, 프로그래밍 언어, 도메인 지식, 프로젝트 경험, 플랫폼 구축, 데이터 분석, 마이크로서비스"
"통계적 지식, 커뮤니케이션, 데이터 로그 설계, 컴퓨터공학"
"통계적 지식, 커뮤니케이션, 데이터 로그 설계, 컴퓨터공학"
"코드 해석, 주도적, 최신 기술 연구, 긍정적, 책임감, 프로그래밍 언어, 커뮤니케이션, 도메인 지식, 전문 교육 수료, 프론트엔드, 병렬 처리 시스템, 데이터 사이언티스트, 데이터 파이프라인 구축"
엑셀
"정보처리기사, 리눅스"
"프레임워크, 배치 프로세싱, 오픈소스 경험, 워크플로우, 스크립트 언어, 대시보드 구축, 데이터 브릭스, 도메인 지식, 커뮤니케이션, 빅데이터 분석, 데이터 분석"
"모델 개발 및 배포, 데이터 마이닝, 딥러닝, 모델 개발, 머신러닝, 대회 수상자, 통계분석, 최적화, 실시간 데이터 처리, 데이터 분석, 경진대회 참가"
"데이터 레이크하우스, 엔진 활용 경험, 데이터 마트 구축 운영, 데이터베이스, 데이터 파이프라인 구축"
"프레임워크, 백엔드, 워크플로우, 데이터 수집, 클라우드 경험, 플랫폼 구축, 데이터 분석, 데이터 가공, 데이터 파이프라인 구축"
"배치 프로세싱, 엔진 활용 경험, 데이터 스트리밍, 실시간 데이터 동기화, 실시간 데이터 처리, 데이터 분석, 테이블 포맷, 데이터 파이프라인 구축"
"웹크롤링, 리포팅 능력, 클라우드 경험, 빅데이터 분석, 플랫폼 구축"
"최적화, 데이터 로그 설계, 협업, 실시간 데이터 처리, 시스템 개발, 데이터 시각화, 실시간 데이터 동기화, 데이터 사이언티스트, 데이터 파이프라인 구축"
"고객 분석, 문제 정의 및 해결, 업무 자동화, 도메인 지식, 플랫폼 구축, 주도적, 리딩 능력, 데이터 솔루션"
"클라우드 경험, 통계분석"
"컨테이너 경험, 오픈소스 경험, 데이터 엔지니어링, 클라우드 경험, 인프라 구축 운영"
"문제 정의 및 해결, 커뮤니케이션, 클라우드 경험, 데이터 파이프라인 구축, 데이터 솔루션"
"논문 구현, 모델 개발, 머신러닝, 리눅스, 프로그래밍 언어, 시스템 개발, 데이터베이스, 분산 처리 시스템"
"책임감, 커뮤니케이션, 클라우드 경험, 협업, 시스템 개발"
"네트워크 구축, 클라우드 경험"
