prefer,Kor,Eng,label
DB설계 솔루션 혹은 데이터 관련 솔루션 지원 경험 개발프로젝트 경험이나 이해 블로그나 카페등을 통해 네트워킹 경험 분야 무관 3rd Party 개발 지원 기초 업무 수행후 추가 선택 자는 VB Net C 경험,"설계, 솔루션, 데이터, 관련, 솔루션, 지원, 경험, 개발, 프로젝트, 경험, 이해, 블로그, 카페, 등, 통해, 네트워킹, 경험, 분야, 무관, 개발, 지원, 기초, 업무, 수행, 후, 추가, 선택, 경험","db, rd, party, vb, net, c",데이터 엔지니어
Kubernetes 구축 운영 경험 보유 Linux container 기반의 시스템 구축 운영 경험 보유 Overlay network 구축 운영 경험 보유 Ceph 분산 스토리지 구축 운영 경험 보유 IT 인프라 모니터링에 대한 전문 지식 보유 오픈소스 contribution 또는 issue reporting 경험 Kubernetes operator 구축 운영 경험 보유 Data Engineering 경험 보유 Hadoop Spark등 Bigdata eco 구축 운영 경험 보유,"구축, 운영, 경험, 보유, 기반, 시스템, 구축, 운영, 경험, 보유, 구축, 운영, 경험, 보유, 분산, 스토리, 구축, 운영, 경험, 보유, 인프라, 모니터링, 대한, 전문, 지식, 보유, 오픈소스, 경험, 구축, 운영, 경험, 보유, 경험, 보유, 등, 구축, 운영, 경험, 보유","kubernetes, linux, container, overlay, network, ceph, it, contribution, issue, reporting, kubernetes, operator, data, engineering, hadoop, spark, bigdata, eco",데이터 엔지니어
AWS RDS Aurora 등 AWS 클라우드 경험 Redis DynamoDB 등 사용 경험 데이터베이스 관련 자격증 소유 초보 이상 수준의 Python 프로그래밍에 대한 이해 스크립트 작성 경험,"등, 클라우드, 경험, 등, 사용, 경험, 데이터베이스, 관련, 자격증, 소유, 초보, 이상, 수준, 프로그래밍, 대한, 이해, 스크립트, 작성, 경험","aws, rds, aurora, aws, redis, dynamodb, python",데이터 엔지니어
대량의 데이터를 파이프라인으로 다뤄본 경험 검색엔진을 다뤄본 경험 데이터 레이크 데이터 마트를 구축 및 운영해 본 경험 다양한 데이터베이스에 대한 이해 및 사용 경험 kafka를 활용한 환경 구축 및 운영 경험,"대량, 데이터, 파이프라인, 경험, 검색, 엔진, 경험, 데이터, 레이크, 데이터, 마트, 구축, 및, 운영, 경험, 데이터베이스, 대한, 이해, 및, 사용, 경험, 를, 활용, 환경, 구축, 및, 운영, 경험",kafka,데이터 엔지니어
대용량 서비스 개발 또는 운영 경험이 있으신 분 데이터 처리 및 분석 플랫폼 구축 경험이 있으신 분 데이터 처리 및 활용 서비스 개발 및 운영 경험이 있으신 분 Spark 및 Hadoop 에코시스템을 이용하여 데이터 애플리케이션을 개발 및 운영한 경험이 있으신 분 MLOps에 대한 이해도가 높으신 분,"용량, 서비스, 개발, 운영, 경험, 분, 데이터, 처리, 및, 분석, 플랫폼, 구축, 경험, 분, 데이터, 처리, 및, 활용, 서비스, 개발, 및, 운영, 경험, 분, 및, 에코, 시스템, 이용, 데이터, 애플리케이션, 개발, 및, 운영, 경험, 분, 대한, 이해도, 분","spark, hadoop, mlops",데이터 엔지니어
관련분야 개발경험 1년 이상 우대 석사 우대 DBMS에 대한 이해 및 개발경험 우대 관련 전공 컴퓨터공학 전산학 등 및 정보처리기사 자격증 우대,"관련, 분야, 개발, 경험, 이상, 우대, 석사, 우대, 대한, 이해, 및, 개발, 경험, 우대, 관련, 전공, 컴퓨터공학, 전산학, 등, 및, 정보처리기사, 자격증, 우대",dbms,데이터 엔지니어
이런 분이라면 더 좋아요 AWS GCP 등 클라우드 환경에서 데이터 플랫폼 구축 및 운영 경험이 있으신 분 대용량 분산 시스템 Hadoop Spark Kafka Hive 등 운영 경험 있으신 분 Python Java Go 중 하나 이상의 언어를 이용한 어플리케이션 개발 경험이 있으신 분 데이터 시각화 도구 Tableau Redash 를 활용한 경험이 있으신 분 검색 추천 서비스 개발 및 운영 경험이 있으신 분,"더, 등, 클라우드, 환경, 데이터, 플랫폼, 구축, 및, 운영, 경험, 분, 용량, 분산, 시스템, 등, 운영, 경험, 분, 중, 하나, 이상, 언어, 이용, 어플리케이션, 개발, 경험, 분, 데이터, 시각, 도구, 를, 활용, 경험, 분, 검색, 추천, 서비스, 개발, 및, 운영, 경험, 분","aws, gcp, hadoop, spark, kafka, hive, python, java, go, tableau, redash",데이터 엔지니어
DBMS에 대한 애정과 역량을 발휘하고 싶은 경력자 DBMS QA DBMS 기능 및 성능테스트 경험자,"대한, 애정, 역량, 발휘, 경력, 기능, 및, 성능, 테스트, 경험","dbms, dbms, qa, dbms",데이터 엔지니어
Snowflake S3를 이용하여 데이터웨어하우스를 구축하고 운영하신 경험이 있으신 분 파이썬으로 모델 서빙 API를 개발하고 운영해보신 경험이 있으신 분 대용량 데이터 처리 및 파이프라인 개발 및 운영 경험이 있으신 분 Spark 및 Hadoop 에코시스템을 이용하여 데이터 애플리케이션을 개발 및 운영 경험이 있으신 분 DataHub를 구축하고 운영하신 경험이 있으신 분 MLOps에 대한 이해가 있으신 분,"를, 이용, 데이터웨어하우스, 구축, 운영, 경험, 분, 파이썬, 모델, 서빙, 를, 개발, 운영, 경험, 분, 용량, 데이터, 처리, 및, 파이프라인, 개발, 및, 운영, 경험, 분, 및, 에코, 시스템, 이용, 데이터, 애플리케이션, 개발, 및, 운영, 경험, 분, 를, 구축, 운영, 경험, 분, 대한, 이해, 분","snowflake, s, api, spark, hadoop, datahub, mlops",데이터 엔지니어
관련 분야 석사 박사 학위 이상 소지하신 분 인공지능 컴퓨터공학 통계 데이터분석 등 Data centric ai 에 대한 이해 경험이 있으신 분 자율주행 데이터셋 생성 활용 경험이 있으신 분 이미지 라이다 레이더 등등 2D 3D 데이터셋 경험 Linux 기반 개발 경험이 있으신 분 대량의 데이터 처리 경험 데이터베이스 개발 및 활용 경험,"관련, 분야, 석사, 박사, 학위, 이상, 소지, 분, 인공, 지능, 컴퓨터공학, 통계, 데이터, 분석, 등, 대한, 이해, 경험, 분, 자율, 주행, 데이터, 셋, 생, 활용, 경험, 분, 이미지, 라이, 레이더, 등등, 데이터, 셋, 경험, 기반, 개발, 경험, 분, 대량, 데이터, 처리, 경험, 데이터베이스, 개발, 및, 활용, 경험","data, centric, ai, d, d, linux",데이터 엔지니어
별도 없음,별도,,데이터 엔지니어
데이터 엔지니어 데이터 사이언티스트 교육을 수료하신 분 병렬 처리 프로그래밍을 해보신 분 Django Flask FastAPI 등의 Python API Framework를 사용해보신 분 Apache Airflow를 통해 데이터 파이프라인 구축 경험이 있으신 분 프론트엔드 웹 개발 경험이 있으신 분 누구보다 빠르게 성장하고 싶으신 분 코드를 개선하고 함께 성장하길 추구하는 분 주도적인 일정관리에 능하신 분을 원해요 새로운 기술에 관심이 많고 꾸준히 스스로 학습하시는 분을 원해요 제품을 완성하기 위해 다양한 방면으로 접근하실 수 있는 분을 원해요 긍정적 사고와 책임감을 바탕으로 원활한 커뮤니케이션을 하시는 분을 원해요 개발 지식을 공유하는 것을 좋아하시는 분을 원해요 개발에 대해 수다 떠는 것을 좋아하시는 분을 원해요,"데이터, 엔지니어, 데이터, 티스, 트, 교육, 수료, 분, 병렬, 처리, 프로그래밍, 분, 등, 를, 사용, 분, 를, 통해, 데이터, 파이프라인, 구축, 경험, 분, 프론트엔드, 웹, 개발, 경험, 분, 누구, 분, 코드, 개선, 추구, 분, 주도, 일정, 관리, 능, 분, 기술, 관심, 스스로, 학습, 분, 제품, 완성, 위해, 방면, 접근, 수, 분, 긍정, 사고, 책임감, 바탕, 커뮤니케이션, 분, 개발, 지식, 공유, 것, 분, 개발, 대해, 수다, 것, 분","django, flask, fastapi, python, api, framework, apache, airflow",데이터 엔지니어
이런 경험이 있으신 분이면 더 좋아요 데이터 엔지니어링 업무를 총괄하고 관리한 경험을 가지신 분 Workflow manager Airflow Azkaban 등 사용 경험이 있으신 분 대용량 실시간 데이터 분산 처리 시스템 설계 및 운영 경험을 가지신 분 FastAPI Flask 등을 활용하여 서비스를 개발해본 경험이 있으신 분 영어로 업무 소통하는데 어려움이 없으신 분 쇼핑몰 호스팅사의 데이터 소스와 연동 경험이 있으신 분 외부 툴 API를 활용하여 서비스 개발해보신 경험이 있으신 분,"경험, 더, 데이터, 엔지니어링, 업무, 총괄, 관리, 경험, 분, 등, 사용, 경험, 분, 용량, 실시간, 데이터, 분산, 처리, 시스템, 설계, 및, 운영, 경험, 분, 등, 활용, 서비스, 개발, 경험, 분, 영어, 업무, 소통, 어려움, 분, 쇼핑몰, 호스팅, 사의, 데이터, 소스, 연동, 경험, 분, 외부, 툴, 를, 활용, 서비스, 개발, 경험, 분","workflow, manager, airflow, azkaban, fastapi, flask, api",데이터 엔지니어
온프레미스 기반 서버 네트워크 설계 구축 경험이 있는 분 우대 Data lake 구축 프로젝트 리딩 경험이 있는 분 우대 Hadoop eco system 에 대한 이해도가 높은 분 우대 고가용성 시스템 설계 구축 가능한 분 우대회사위치경기 성남시 분당구 황새울로 216,"프레, 미스, 기반, 서버, 네트워크, 설계, 구축, 경험, 분, 우대, 구축, 프로젝트, 리딩, 경험, 분, 우대, 대한, 이해도, 분, 우대, 고가용성, 시스템, 설계, 구축, 분, 우대, 회사, 위치, 경기, 성남시, 분당구, 황새, 울","data, lake, hadoop, eco, system",데이터 엔지니어
데이터 전처리 및 시각화 경험이 있는 분 Apache Spark를 활용한 데이터 처리 또는 데이터 플랫폼 구성 경험을 가지고 계신 분 데이터 관리 또는 활용을 위한 도구 웹 애플리케이션 등 개발 경험이 있는 분,"데이터, 처리, 및, 시각, 경험, 분, 를, 활용, 데이터, 처리, 데이터, 플랫폼, 구성, 경험, 가지, 분, 데이터, 관리, 활용, 위, 도구, 웹, 애플리케이션, 등, 개발, 경험, 분","apache, spark",데이터 엔지니어
컴퓨터공학 통계학 수학 전공자 CRM관련 업무 경험자 원활한 PPT 및 커뮤니케이션 능력보유자 로그분석 툴 WiseLog WiseCollector Google Analytics Adobe Analytics 등 사용경험,"컴퓨터공학, 통계학, 수학, 전공자, 관련, 업무, 경험, 및, 커뮤니케이션, 능력, 보유, 로그, 분석, 툴, 등, 사용, 경험","crm, ppt, wiselog, wisecollector, google, analytics, adobe, analytics",데이터 엔지니어
컴퓨터공학 통계학 수학 전공자 CRM관련 업무 경험자 원활한 PPT 및 커뮤니케이션 능력보유자 로그분석 툴 WiseLog WiseCollector Google Analytics Adobe Analytics 등 사용경험,"컴퓨터공학, 통계학, 수학, 전공자, 관련, 업무, 경험, 및, 커뮤니케이션, 능력, 보유, 로그, 분석, 툴, 등, 사용, 경험","crm, ppt, wiselog, wisecollector, google, analytics, adobe, analytics",데이터 엔지니어
클라우드 기반 빅데이터 플래폿 구축 경험자 Google AWS Azure Spark 기반 ETL 업무수행 경험자 Python 기반 데이터 크롤링 경험자 리포팅 도구 Tableau Power BI 등 사용 경험 보유,"클라우드, 기반, 빅데이터, 플래폿, 구축, 경험, 기반, 업무, 수행, 경험, 기반, 데이터, 크롤, 링, 경험, 리, 포팅, 도구, 등, 사용, 경험, 보유","google, aws, azure, spark, etl, python, tableau, power, bi",데이터 엔지니어
SQL 튜닝 OGG 솔루션 운영 경험 금융권 대용량 DB시스템 운영 경험 Dataguard 운영 및 구성 경험 관련 자격증 소지자 Oracle 외 이기종 DB MSSQL Maria Mongo 등 운영 경험,"튜닝, 솔루션, 운영, 경험, 금융, 용량, 시스템, 운영, 경험, 운영, 및, 구성, 경험, 관련, 자격증, 소지, 외, 이기, 종, 등, 운영, 경험","sql, ogg, db, dataguard, oracle, db, mssql, maria, mongo",데이터 엔지니어
Kubernetes의 전반적인 구성요소와 동작원리를 이해하고 있으며 Kubernetes 환경에서의 데이터 인프라 구축의 경험이 있습니다 소프트웨어 엔지니어링 데이터 엔지니어링 데이터 분석의 도메인을 아우르는 지식과 커뮤니케이션 능력이 있습니다 언제든 Airflow Spark와 같은 오픈소스의 코드를 직접 딥다이브 할 수 있는 의지와 능력이 있습니다,"의, 전반, 구성요소, 원리, 이해, 환경, 데이터, 인프라, 구축, 경험, 소프트웨어, 엔지니어링, 데이터, 엔지니어링, 데이터, 분석, 도메인, 지식, 커뮤니케이션, 능력, 언제, 오픈소스, 코드, 직접, 딥, 다이브, 수, 의지, 능력","kubernetes, kubernetes, airflow, spark",데이터 엔지니어
분산 환경에서 대용량 데이터 처리를 경험해 보신 분 Hadoop Ecosystem 을 경험해 보시거나 관심이 있으신 분 프로그래매틱 광고 관련한 개발 업무를 진행해 보신 분,"분산, 환경, 용량, 데이터, 처리, 경험, 보신, 분, 경험, 관심, 분, 프로, 매틱, 광고, 관련, 개발, 업무, 진행, 보신, 분","hadoop, ecosystem",데이터 엔지니어
CISSP CISA 정보보안기사 정보관리기술사 업무상 영어 회화 가능한 분,"정보보안, 기사, 정보관리기술사, 업무, 영어, 회화, 분","cissp, cisa",데이터 엔지니어
좋은 코드와 설계를 위한 고민 그리고 테스트의 중요성을 인지하고 계신 분 코드 리뷰 및 의견 공유에 있어 적극적인 분 내가 만든 작품을 고객이 직접 사용하는 순간 그때의 긴장감과 뿌듯함을 즐기시는 분 작은 규모의 회사에서 좋은 업무 문화를 함께 만들어 나가고 싶은 분 새로운 것을 배움에 주저함이 없고 주변 동료들과 나누고 싶어 하시는 분 팀 플레이어로서 동료들과 함께 협력하여 문제를 해결해 나가시는 분,"코드, 설계, 위, 고민, 테스트, 중요성, 인지, 분, 코드, 리뷰, 및, 의견, 공유, 적극, 분, 내, 작품, 고객, 직접, 사용, 순간, 그때, 긴장감, 분, 규모, 회사, 업무, 문화, 분, 것, 배움, 함, 주변, 동료, 분, 팀, 플레이어, 로서, 동료, 협력, 문제, 해결, 나가시, 분",,데이터 엔지니어
리눅스 엔지니어,"리눅스, 엔지니어",,데이터 엔지니어
B2B SaaS 서비스 운영 경험 이커머스 금융 투자 데이터 분석 경험 오픈소스 프로젝트 활동 경험 OLAP 분석 경험 Kafka 등 데이터 스트리밍 구현 경험 InfluxDB 등 시계열 DB 관련 경험 ML DL 관련 프로젝트 경험 VC Growth hacking에 대한 경험 영어회화 가능자,"서비스, 운영, 경험, 이커머스, 금융, 투자, 데이터, 분석, 경험, 오픈소스, 프로젝트, 활동, 경험, 분석, 경험, 등, 데이터, 스트리밍, 구현, 경험, 등, 시계열, 관련, 경험, 관련, 프로젝트, 경험, 대한, 경험, 영어, 회화, 가능","b, b, saas, olap, kafka, influxdb, db, ml, dl, vc, growth, hacking",데이터 엔지니어
클러스터 고가용서 유경험자 관련 학과 전공자 관련 자격증 보유자,"클러스터, 고가, 용서, 유, 경험, 관련, 학과, 전공자, 관련, 자격증, 보유",,데이터 엔지니어
GCP 등 다양한 클라우드 기반 인프라 경험이 있으신 분 오픈소스 프레임워크 Hadoop Kafka Spark 등 를 활용한 데이터 파이프라인 구축 경험이 있으신 분 시각화 도구 분석도구를 활용한 경험이 있으신 분 Airflow 운영 및 트러블 슈팅이 가능하신 분 자동화된 데이터 품질 Quality 체크를 경험해보신 분,"등, 클라우드, 기반, 인프라, 경험, 분, 오픈소스, 프레임워크, 등, 를, 활용, 데이터, 파이프라인, 구축, 경험, 분, 시각, 도구, 분석, 도구, 활용, 경험, 분, 운영, 및, 트러블, 슈팅, 분, 자동화, 데이터, 품질, 체크, 경험, 분","gcp, hadoop, kafka, spark, airflow, quality",데이터 엔지니어
DB 튜닝 및 SQL 쿼리 최적화 경험이 있으신 분 Docker Swarm Kubernetes 같은 컨테이너 오케스트레이션 시스템에서 서비스 운영 경험이 있으신 분 Tableau Redash Grafana 등 대시보드 및 BI툴을 이용한 데이터 시각화 경험이 있으신 분 MLOps 관련 구축 또는 활용 경험이 있으신 분 알고리즘 데이터구조 OS 데이터베이스 등 기본적인 전산 지식에 대한 이해를 갖추신 분 웹 크롤링 경험이 있으신 분,"튜닝, 및, 쿼리, 최적화, 경험, 분, 컨테이너, 케스트, 레이, 션, 시스템, 서비스, 운영, 경험, 분, 등, 대시보드, 및, 툴, 이용, 데이터, 시각, 경험, 분, 관련, 구축, 활용, 경험, 분, 알고리즘, 데이터, 구조, 데이터베이스, 등, 기본, 전산, 지식, 대한, 이해, 분, 웹, 크롤, 링, 경험, 분","db, sql, docker, swarm, kubernetes, tableau, redash, grafana, bi, mlops, os",데이터 엔지니어
유관부서 담당자와 원활한 커뮤니케이션이 가능하신 분 Airflow Tableau MSTR 등 분석 시각화 도구에 대한 개발 운영 경험이 있으신 분 Elasticsearch 데이터 파이프라인 구축 경험이 있으신 분 HQL ETL 툴 사용 경험이 있으신 분,"유관, 부서, 담당자, 커뮤니케이션, 분, 등, 분석, 시각, 도구, 대한, 개발, 운영, 경험, 분, 데이터, 파이프라인, 구축, 경험, 분, 툴, 사용, 경험, 분","airflow, tableau, mstr, elasticsearch, hql, etl",데이터 엔지니어
유관 경력 5년 이상 Java Kotlin Scala Python 중 1개 이상 언어로 백엔드 서버 개발 역량이 있으신 분 SQL상급 Python 중급 이상의 역량이 있으신 분 신용평가모형 개발 환경 제도 규제에 대한 이해를 바탕으로 데이터마트를 주도적으로 설계 구축 운영한 경험이 있으신 분 다양한 시각화 툴과 분석 툴을 연동해서 운영 효율을 높인 경험이 있으신 분 Airflow 운영 및 트러블슈팅이 가능하신 분,"유관, 경력, 이상, 중, 개, 이상, 언어, 백엔드, 서버, 개발, 역량, 분, 상급, 중, 이상, 역량, 분, 신용, 평가, 모형, 개발, 환경, 제도, 규제, 대한, 이해, 바탕, 데이터마트, 주도, 설계, 구축, 운영, 경험, 분, 시각, 툴, 분석, 툴, 연동, 운영, 효율, 경험, 분, 운영, 및, 트러블, 슈팅, 분","java, kotlin, scala, python, sql, python, airflow",데이터 엔지니어
Hadoop Spark 등을 통한 ETL 데이터 레이크 운용 및 엔지니어링 경험 Kubernetes 구축 운영 경험 Cloud 환경에서의 업무 경험,"등, 통한, 데이터, 레이크, 운용, 및, 엔지니어링, 경험, 구축, 운영, 경험, 환경, 업무, 경험","hadoop, spark, etl, kubernetes, cloud",데이터 엔지니어
Kubernetes의 전반적인 구성요소와 동작원리를 이해하고 있으며 Kubernetes 환경에서의 데이 터 인프라 구축의 경험이 있습니다 소프트웨어 엔지니어링 데이터 엔지니어링 데이터 분석의 도메인을 아우르는 지식과 커뮤니케이 션 능력이 있습니다 언제든 Airflow Spark와 같은 오픈소스의 코드를 직접 딥다이브 할 수 있는 의지와 능력이 있습 니다,"의, 전반, 구성요소, 원리, 이해, 환경, 데이, 터, 인프라, 구축, 경험, 소프트웨어, 엔지니어링, 데이터, 엔지니어링, 데이터, 분석, 도메인, 지식, 커뮤, 케이, 션, 능력, 언제, 오픈소스, 코드, 직접, 딥, 다이브, 수, 의지, 능력, 습","kubernetes, kubernetes, airflow, spark",데이터 엔지니어
AWS GCP 등 클라우드 환경에서 데이터 플랫폼 구축 및 운영 경험이 있으신 분 대용량 분산 시스템 Hadoop Spark Kafka Hive 등 운영 경험이 있으신 분 데이터 시각화 도구 Tableau Redash 활용 경험이 있으신 분 쿠버네티스 환경에서 데이터 파이프라인 도구 구축 및 운영 경험이 있으신 분,"등, 클라우드, 환경, 데이터, 플랫폼, 구축, 및, 운영, 경험, 분, 용량, 분산, 시스템, 등, 운영, 경험, 분, 데이터, 시각, 도구, 활용, 경험, 분, 쿠버, 티스, 환경, 데이터, 파이프라인, 도구, 구축, 및, 운영, 경험, 분","aws, gcp, hadoop, spark, kafka, hive, tableau, redash",데이터 엔지니어
Python 등 기본 프로그래밍이 가능하신 분 데이터 검수 소프트웨어 QA 엔지니어링 또는 SDET Software Development Engineer in Test 경력을 보유하신 분 다양한 프로젝트를 동시에 관리하고 우선순위를 지정할 수 있는 검증된 능력을 보유하신 분,"등, 기본, 프로그래밍, 분, 데이터, 검수, 소프트웨어, 엔지니어링, 경력, 보유, 분, 프로젝트, 동시, 관리, 우선, 순위, 지정, 수, 검증, 능력, 보유, 분","python, qa, sdet, software, development, engineer, in, test",데이터 엔지니어
대용량 데이터 분석 경험 Tableau 시각화 Google Analytics Snowflake GIS,"용량, 데이터, 분석, 경험, 시각","tableau, google, analytics, snowflake, gis",데이터 엔지니어
온프레미스 기반 서버 네트워크 설계 구축 경험이 있는 분 우대 Data lake 구축 프로젝트 리딩 경험이 있는 분 우대 Hadoop eco system 에 대한 이해도가 높은 분 우대 고가용성 시스템 설계 구축 가능한 분 우대,"프레, 미스, 기반, 서버, 네트워크, 설계, 구축, 경험, 분, 우대, 구축, 프로젝트, 리딩, 경험, 분, 우대, 대한, 이해도, 분, 우대, 고가용성, 시스템, 설계, 구축, 분, 우대","data, lake, hadoop, eco, system",데이터 엔지니어
데이터 전처리 및 시각화 경험이 있는 분 Apache Spark를 활용한 데이터 처리 또는 데이터 플랫폼 구성 경험을 가지고 계신 분 데이터 관리 또는 활용을 위한 도구 웹 애플리케이션 등 개발 경험이 있는 분,"데이터, 처리, 및, 시각, 경험, 분, 를, 활용, 데이터, 처리, 데이터, 플랫폼, 구성, 경험, 가지, 분, 데이터, 관리, 활용, 위, 도구, 웹, 애플리케이션, 등, 개발, 경험, 분","apache, spark",데이터 엔지니어
AI ML 관련 프로젝트 경험 통계 데이터 분석 관련 지식 영상 처리 컴퓨터비전 관련 경험 의료 헬스케어 데이터 관련 경험,"관련, 프로젝트, 경험, 통계, 데이터, 분석, 관련, 지식, 영상, 처리, 컴퓨터, 관련, 경험, 의료, 헬, 스케, 데이터, 관련, 경험","ai, ml",데이터 엔지니어
GCP 등 다양한 클라우드 기반 인프라 경험이 있으신 분 오픈소스 프레임워크 Hadoop Kafka Spark 등 를 활용한 데이터 파이프라인 구축 경험이 있으신 분 시각화 도구 분석도구를 활용한 경험이 있으신 분 Airflow 운영 및 트러블 슈팅이 가능하신 분 자동화된 데이터 품질 Quality 체크를 경험해보신 분,"등, 클라우드, 기반, 인프라, 경험, 분, 오픈소스, 프레임워크, 등, 를, 활용, 데이터, 파이프라인, 구축, 경험, 분, 시각, 도구, 분석, 도구, 활용, 경험, 분, 운영, 및, 트러블, 슈팅, 분, 자동화, 데이터, 품질, 체크, 경험, 분","gcp, hadoop, kafka, spark, airflow, quality",데이터 엔지니어
쿠버네티스 기반의 서비스 운영 경험이 있으신 분 AWS GCP 클라우드 환경에서 데이터 인프라 구축 및 운영 경험이 있으신 분 핀테크 업계 근무 경력이 있으신 분 분산 환경에서 대용량 데이터 및 실시간 데이터 처리 경험이 있으신 분 테라폼을 활용한 인프라 리소스 관리 경험이 있으신 분,"쿠버, 티스, 기반, 서비스, 운영, 경험, 분, 클라우드, 환경, 데이터, 인프라, 구축, 및, 운영, 경험, 분, 핀, 테크, 업계, 근무, 경력, 분, 분산, 환경, 용량, 데이터, 및, 실시간, 데이터, 처리, 경험, 분, 테라, 폼, 활용, 인프라, 리소스, 관리, 경험, 분","aws, gcp",데이터 엔지니어
BI 솔루션 MS Power BI Tableau QLIK 등 관련 경력자 MS 파워쿼리 또는 DAX 함수 사용이 능숙하신 분 SQL Query 가능하신 분 또는 DB 이해도가 높으신 분 PPT 또는 Excel 함수 VBA 등에 능숙하신 분 Shell 또는 MS PowerShell 사용이 가능하신 분 Python 사용 가능하신 분 논리적이고 분석적인 사고를 갖추신 분,"솔루션, 등, 관련, 경력, 파워, 쿼리, 함수, 사용, 분, 분, 이해도, 분, 함수, 등, 분, 사용, 분, 사용, 분, 논리, 분석, 사고, 분","bi, ms, power, bi, tableau, qlik, ms, dax, sql, query, db, ppt, excel, vba, shell, ms, powershell, python",데이터 엔지니어
AWS RDS Aurora 등 AWS 클라우드 경험 Redis DynamoDB 등 사용 경험 데이터베이스 관련 자격증 소유 초보 이상 수준의 Python 프로그래밍에 대한 이해 스크립트 작성 경험 MLOps 구현 경험자,"등, 클라우드, 경험, 등, 사용, 경험, 데이터베이스, 관련, 자격증, 소유, 초보, 이상, 수준, 프로그래밍, 대한, 이해, 스크립트, 작성, 경험, 구현, 경험","aws, rds, aurora, aws, redis, dynamodb, python, mlops",데이터 엔지니어
AUTOSAR 혹은 차량 network 진단 개발 경험이 있으신 분 차량 진단기 장비 숙련 사용이 가능하신 분,"차량, 진단, 개발, 경험, 분, 차량, 진, 단기, 장비, 숙련, 사용, 분","autosar, network",데이터 엔지니어
REST API에 대한 이해 자연어 처리 및 딥러닝 모델에 대한 이해 RDS SQL에 대한 이해 Redis 사용경험 RabbitMQ 메시지큐에 대한 이해 multi threadding multi processing 개발 경험,"대한, 이해, 자연어, 처리, 및, 딥, 러닝, 모델, 대한, 이해, 대한, 이해, 사용, 경험, 메시, 지큐, 대한, 이해, 개발, 경험","rest, api, rds, sql, redis, rabbitmq, multi, threadding, multi, processing",데이터 엔지니어
결제 기능 개발 경험 AdonisJS 프레임워크를 활용한 개발 경험 Python 개발 경험 AWS를 이용한 개발 경험,"결제, 기능, 개발, 경험, 프레임워크, 활용, 개발, 경험, 개발, 경험, 를, 이용, 개발, 경험","adonisjs, python, aws",데이터 엔지니어
CSTE ISTQB CSTS 등의 품질 자격증이 있으신 분 자기 주도적 QA 진행 경험이 있으신 분 CI CD 에 대한 이해 및 경험이 있으신 분 프로젝트나 업무 프로세스 개선을 주도적으로 진행한 경험이 있으신 분,"등, 품질, 자격증, 분, 자기, 주도, 진행, 경험, 분, 대한, 이해, 및, 경험, 분, 프로젝트, 업무, 프로세스, 개선, 주도, 진행, 경험, 분","cste, istqb, csts, qa, ci, cd",데이터 엔지니어
리눅스 활용능력 보유자 소프트웨어 공학 및 테스팅 도메인 지식이 있으신 분 CSTE ISTQB CSTS 등의 품질 자격증이 있으신 분,"리눅스, 활용, 능력, 보유, 소프트웨어, 공학, 및, 테, 스팅, 도메인, 지식, 분, 등, 품질, 자격증, 분","cste, istqb, csts",데이터 엔지니어
데이팅 산업에 대한 경험과 이해보다는 플랫폼 O2O 비즈니스에 대한 관심과 경험이 더 중요합니다 스타트업에서 데이터 파이프라인 인프라 구축 경험이 있는 분 스타트업 근무 경력자 및 근무 희망자 플랫폼 O2O 비즈니스에 대한 관심과 경험이 있으신 분 데이터 플랫폼을 주도적으로 만들어보신 분 앱 데이터를 분석하고 이를 바탕으로 프로덕트를 개선한 경험이 있으신 분,"데이팅, 산업, 대한, 경험, 이해, 플랫폼, 비즈니스, 대한, 관심, 경험, 더, 스타트업, 데이터, 파이프라인, 인프라, 구축, 경험, 분, 스타트업, 근무, 경력, 및, 근무, 희망, 플랫폼, 비즈니스, 대한, 관심, 경험, 분, 데이터, 플랫폼, 주도, 보신, 분, 앱, 데이터, 분석, 바탕, 프로덕트, 개선, 경험, 분","o, o, o, o",데이터 엔지니어
컴퓨터공학 관련 전공자이신 분 다양한 환경에서 데이터 수집 해보신 분 Airflow 사용 경험이 있으신 분 데이터 레이크 구축 경험이 있으신 분 Docker Kubernetes 사용 경험이 있으신 분 Javascript 사용 가능자 미술 산업에 이해도가 있으신 분,"컴퓨터공학, 관련, 전공자, 분, 환경, 데이터, 수집, 분, 사용, 경험, 분, 데이터, 레이크, 구축, 경험, 분, 사용, 경험, 분, 사용, 가능, 미술, 산업, 이해도, 분","airflow, docker, kubernetes, javascript",데이터 엔지니어
이런 경험이 있다면 더 좋습니다 Data Warehouse 환경 경험 Data Mart 설계 구축 경험 있으신 분 데이터 관련 문제 해결 경험 있으신 분 해결하고자 하는 문제에 맞게 올바른 아키텍처를 설계할 수 있으신 분 동료와의 원활한 커뮤니케이션 및 피드백을 통한 협업 경험이 있으신 분,"경험, 더, 환경, 경험, 설계, 구축, 경험, 분, 데이터, 관련, 문제, 해결, 경험, 분, 해결, 문제, 아키텍처, 설계, 수, 분, 동료, 커뮤니케이션, 및, 피드백, 통한, 협업, 경험, 분","data, warehouse, data, mart",데이터 엔지니어
